,content
11,"@davidcullinane @wolfiewire @AgeAction @IMO_IRL @IHCA_IE @sinnfeinireland how many of them were denied critical care over the last 18 months

it did happen, the last 18 months where the silence of opposition was deafening

why were private hospitals not used for just COVID..to treat other sick people equally?!!!"
12,@davidcullinane @AgeAction @IMO_IRL @IHCA_IE @sinnfeinireland Outsource it via the NTPF. Most are orthopaedic and ophthalmology. They can easily be provided on a fee per item basis and you’ll whittle down the waiting list in no time. The only obstacle to relieving their suffering is ideology.
13,"86,000 people over the age of 75 are on hospital waiting lists. Nearly 28,000 are waiting over a year for care. We need a plan to dramatically reduce wait times. Our health services are failing older people. @AgeAction @IMO_IRL @IHCA_IE @sinnfeinireland https://t.co/mM2OJonZIP"
14,Person-centred dementia care: a reality check in two nursing homes in Ireland @AGE_PlatformEU @AgeAction @irishgerontsoc @Trinity_Haus  https://t.co/O8c7Qgc6sV
15,"In US, Elderly people make up 75% of #COVID19 deaths. Many more have died from Isolation. Not only in US.. https://t.co/GBChRyczjz #COVID19ireland @AgeAction @ronancollins7 @NursingHomesIre @Sineadmcgar @SarahNiRoibin @MaryButlerTD @Dr__Jude @schither @ICPOPIreland @merrionstreet"
16,"We are seeing more people take and win cases of discrimination in the workplace on the grounds of age.
#AbolishMandatoryRetirement 
#FairAndFlexiblePensionsForAll
#Stop67 
#AgeEquality https://t.co/cPCu9DZd9M"
17,No one should be forced to retire. Well done to Doreen and @SIPTU for winning their case against gender and age discrimination. Collective bargaining delivers for women #Stop67 @AgeAction https://t.co/t5iowbcMrS
18,Encouraging everyone to be part of the virtual Summit of our Global Rally-3rd March #AgeWithRights @GAROP_Sec  will celebrate the campaigning taking place for #olderpeople's rights around the world and discuss aspirations for #OEWG12 @bpenhale @AgeAction @ALONE_IRELAND https://t.co/mBneu1ifNk
19,"Stay up to date with all things going on in your #dlrCommunity! 🌻😎

Follow our Community page on: 
@dlrcommunity😊

@DLR_Libraries @dlrArts @DLRPPN @SSP_DLR @LocalGovIre @AgeFriendlyIrl @Lettiemccarthy @AgeAction @ucddublin @SandyfordBID @leo_dlr https://t.co/DZlq6pOgLn"
20,@AgeFriendlydlr @AgeFriendlyIrl @AgeAction Thanks so much for the shoutout!
21,@dlrcommunity @AgeFriendlyIrl @AgeAction Thanks so much for the shoutout!
22,@dlrcc @AgeFriendlyIrl @AgeAction Thanks so much for the shoutout!
23,Hard to believe this can happen in 2022. We must be able to do better @AgeAction @HSELive @hpscireland @HSE_SI @rteliveline @mmcgrathtd #CESupervisors #MealsOnWheels https://t.co/kItiMRyhBk
24,@LeechmMichelle @anitaodonovan1 @hseNCCP @DeptofFHed @ESTRO_RT @AgeAction Well done Anita
25,Read our wonderful colleague’s  @anitaodonovan1 contribution to this topical book #radiation #rtt @hseNCCP @DeptofFHed @ESTRO_RT @AgeAction https://t.co/wPbUkXf6Er
26,@kildarelibrary @AgeAction @Older_Voices https://t.co/QEgy8i1FPF
27,@baldoyle55 @ATDIreland @EAPNIreland @_HousingCrisis @SparkIreland @ChildRightsIRL @DeskJustice @pana_ie @PaveePoint @_IHREC @AgeFingal @AgeAction @ILMIreland @LeCheileDND Thank you
28,"@baldoyle55 @ATDIreland @EAPNIreland @_HousingCrisis @SparkIreland @DeskJustice @48NeverCameHome @pana_ie @PaveePoint @_IHREC @AgeFingal @AgeAction @ILMIreland @LeCheileDND Thank you for your continued support, Nessan!"
29,"@baldoyle55 @ATDIreland @EAPNIreland @_HousingCrisis @SparkIreland @ChildRightsIRL @DeskJustice @48NeverCameHome @pana_ie @PaveePoint @_IHREC @AgeFingal @AgeAction @ILMIreland Thanks Nessan that's really kind of you, we appreciate it!"
30,"Finally singing together again @IrishDrsChoir ❤ and supporting one of the hardest- working community groups over the last 2 years @AgeAction 
It'll be a chapelful of joy for a tenner, please join us 🤗
https://t.co/imOQbKqC9Y https://t.co/pVLjdwkw29"
31,"@AgeAction do huge amounts of valuable work across Ireland. Please support this fundraising event for them by buying a ticket for only €10

https://t.co/SI1qKbIuyM https://t.co/7cO2fRyB95"
32,Want to know more about the Assisted Decision Making Act commencing June next? Register now for this module delivered in partnership with Dr.David Gibson @DCUHumanDev.  Visit https://t.co/eN7eLM1FEt for more information @DCU @Ageaction @seniorsparl https://t.co/KXT7hqBwhc
33,"We would like to thank @MacuHealth and @MedisecIreland both, for generously supporting our ticket sales to benefit @AgeAction 

Watch our short video on why this is important:
https://t.co/obS8lLTBBl

Tickets are available here:
https://t.co/cNrnyjlRRF"
34,"Wonderful to have the support of @IrishDrsChoir
Special Livestream Concert from St. Patrick's College Chapel, Maynooth on Sunday 13 March. 
Tickets available: https://t.co/DRIg0q8Lt6
Find out more: https://t.co/NrOh6wvlz3
#AgeEquality https://t.co/sxQDQUdcRk"
35,@NursingHomesIre @AgeAction @Elders_defence @irishgerontsoc @HSELive @NHQI1 @rightsforresid2 @HumanRightsIRL @ICCLtweet https://t.co/fKTw5NR68n
36,Nice to see the Grandkids and Grandparents out and about together again. #COVID19 #outdoors @AgeAction #seniors https://t.co/ca8k2NasUJ
37,Please consider buying a ticket for the upcoming @IrishDrsChoir online concert featuring the beautiful Requiem by Fauré. It’s only €10 for a ticket &amp; you can watch the concert back any time. Will be recorded live in NUI Maynooth 13/3. All proceeds to the very worthy @AgeAction. https://t.co/shZKNpR512
38,"Want to support @AgeAction?

Heard of U3A? Read about it: https://t.co/DJzTllD1Uh

Now have a look at our video -  WHY we are doing this....buy a ticket for our Live-Streamed concert (also On Demand):

https://t.co/cNrnyjlRRF

https://t.co/obS8lLTBBl

#charity #choir"
39,@CormacDevlin @SparkIreland @fiannafailparty @AgeAction @SVP_Ireland @SocialJusticeI Please address double day rates for people stuck with storage heating &amp; night meters. It costs €200 to change the meter so you don’t have those double day rates.
40,"Well-Dance (on Zoom: Tues, Weds, Thurs) is for people aged 55+, putting music &amp; movement together in a recipe for feeling wonderful! 🕺💃

Classes for people with Parkinson's on Fridays! See more: https://t.co/rzSIOI2AIf

#dlrCommunity @DanceTheatreIre @AgeFriendlyIrl @AgeAction https://t.co/xDouM2HORj"
41,"Well-Dance (on Zoom: Tues, Weds, Thurs) is for people aged 55+, putting music &amp; movement together in a recipe for feeling wonderful! 🕺💃

Classes for people with Parkinson's on Fridays! See more: https://t.co/eJUEyTbYyR

#dlrCommunity @DanceTheatreIre @AgeFriendlyIrl @AgeAction https://t.co/oNiFd0gImv"
42,"Well-Dance (on Zoom: Tues, Weds, Thurs) is for people aged 55+, putting music &amp; movement together in a recipe for feeling wonderful! 🕺💃

Classes for people with Parkinson's on Fridays! See more: https://t.co/0fvlBoruH2

#dlrCommunity @DanceTheatreIre @AgeFriendlyIrl @AgeAction https://t.co/Y7fG1xoPPy"
43,5th class wrote letters to those who receive Meals on Wheels in our local community to tell them all about our school and to help those feeling lonely. Well done 5th class for showing such kindness! @_MealsOnWheels @newrossstandard @AgeAction https://t.co/ymoGsIpYwX
44,"Raised the need to confirm arrangements for customers using Prepaid Meters when the €200 Household Electricity Credit is issued. We need to see credits issued that customers can use right away in their meter.
@fiannafailparty @AgeAction @SVP_Ireland @SparkIreland @SocialJusticeI https://t.co/st7Kq9M2xW"
45,"Check out ""A Livestream Performance of Faure's Requiem from Maynooth Chapel"" Sunday 13 March @IrishDrsChoir in aid of @AgeAction! @RCPI_news @ICGPnews @irishgerontsoc @olcs_ie https://t.co/2eNoZYIXRa @Eventbrite"
46,"Please listen to this important message and get a ticket to support @AgeAction, whether you want to listen to the concert... https://t.co/9wtYFJzrxW"
47,@Enida_Friel @Health_HIV2030 @CareChampions2 @INMO_IRL @MaterNursing @HIQA @HumanRightsIRL @schither @Sineadmcgar @NursingHomesIre @ronancollins7 @AgeAction @ICPOPIreland @MaryButlerTD @DonnellyStephen Me niether.
48,@Health_HIV2030 @CareChampions2 @INMO_IRL @MaterNursing @HIQA @HumanRightsIRL @schither @Sineadmcgar @SarahNiRoibin @NursingHomesIre @ronancollins7 @AgeAction @ICPOPIreland @MaryButlerTD @DonnellyStephen I can’t actually bring myself to read it.
49,@galwayruraldev @BallinasloeMart @MacranaFeirme @teagasc @MountbellewAgri @AgeAction
50,"@natpolicy will be talking to @morningireland shortly on #crime and the language of #vulnerability 

#AgeEquality 
#AWorldForAllAges"
51,@PaulByrne_1 @VirginMediaNews @AgeAction I bet there crackheads
52,"Terrified Brother &amp; Sister Robbed At Knifepoint. This From Today’s @VirginMediaNews 
@AgeAction https://t.co/SIjHtHGTIu"
53,"@PaulByrne_1 @VirginMediaNews @5 @AgeAction Those poor people 🙏  scum, tougher punishments needed, justice system over haul  @VirginMedia_TV @corkbeo @NeilRedFM #Cork"
54,"@PaulByrne_1 @VirginMediaNews @12 @AgeAction As great as the gofundme is , those poor people will never feel safe in there home again . If the guy gets caught he will probably already have 50+ convictions and might do a few months for it . No justice"
55,83 year old Mary O’ Halloran feared she and her brother Gerry aged 79 would die as a burglar held them at knifepoint in #Cork. See @VirginMediaNews @5.30 @AgeAction
56,"@Trevorocallagh4 @PaulByrne_1 @VirginMediaNews @12 @AgeAction Guts ? I'd say it takes a lack of morality and total disregard for our elders to traumatise them like this . Guts to be to say this is wrong, I'm not doing this , that's guts !"
57,"Mary, 84 went to tidy up her brother's house/Is also looking after her sister https://t.co/LnAfwmk968  People like Mary built this country. No tolerance for #Elderly violence @AnGardSiochana @GardaTraffic @merrionstreet @AgeAction @FineGael @fiannafailparty @ICPOPIreland @rtenews"
58,"@Sinabhfuil @IrishRail @AgeAction Yes, there’s no mention of tricycles or adapted cycles only bicycles. Demanding that people walk their bikes completely ignores people using cycles as mobility aids who cannot or would have great difficulty doing this. This is discrimination."
59,@PaulByrne_1 @VirginMediaNews @12 @AgeAction Is there a link anywhere for the GoFundMe? I'd like to donate . Poor devils
60,83 year old Mary O’ Halloran recalls the nightmare she and her brother 79 year old Gerry experienced at the hands of a knife wielding man in #Cork. See @VirginMediaNews VirginMediaNews @12.30 &amp; 5.30 @AgeAction https://t.co/jaSIVO6vWl
61,"Digital Skills for Beginners continues during February!🧑‍🎓💻

Join @DLRPPN online for basic training (all 2pm-4pm) in:
- Facebook Groups 15th Feb
- Instagram 16th Feb
- Mailchimp 17th Feb

Book your place at: https://t.co/kiNOLgP3np 🧑‍💻

#dlrCommunity @AgeFriendlyIrl @AgeAction https://t.co/AlR2MuE4mo"
62,Support @AgeFriendlyIrl and the benefiting charity @AgeAction When you buy a ticket you will be supporting the fantastic work that they are doing to assist older people A mere €10 for a ticket will enable you to join @IrishDrsChoir virtual audience via Livestream March 13th 3pm https://t.co/mSCSQ56ZBJ
63,@MedisecIreland @IrishDrsChoir @AgeAction Any tickets for a seat in the Cathedral perchance ?
64,@TCDAbility @abilitycoop @tcddublin @aheadireland @leesonl @LindaDoyle @mccartpm @TCDInclusion @TCDAcadRegistry @tcdsuwelfare @GraduateTrinity @AgeAction if only there was some way of having classes adapted to those of us who are older.  Technology Nokia it is so hard to move to smart
65,"Interesting and measured advice from @AgeAction in this article. Fear is damaging to older people’s sociability and well-being  #ruralcrime #criminology

Sombre mood in locality in aftermath of attack on Tom Niland https://t.co/EIlbb8EhvQ via @IrishTimes"
66,"Don't wait hours to be seen in ED! Our ExpressCare minor injury &amp; Illness walk-in clinics in Dublin and Cork are open until 8pm #beseenasapriority #irishlifehealth #rockiescork #emergencycare 
#health #running #injury #ageaction    #NewMammiesIrl  https://t.co/u8FpypR9jC"
67,"@deshynes @PatKennyNT @AgeAction @MHealyRae The Gardai are not the problem, when they send criminals to court its the judges who ensure solicitors/barristers get to repeatedly dip into the free legal aid pot for the same clients by releasing them. if locked up and the crime cycle broken  the legal industry would lose out."
68,"@cian_mccormack interviews with older people reaffirms what the data tells us; approx. 90,000 people aged 65+ cannot afford to put a protein-rich meal on the table every second day
https://t.co/AFIscRkSV8 
#AgeEquality
#NoMoreWrinklyHands"
69,"@PatKennyNT @AgeAction @MHealyRae Crime is lucrative industry but the legal industry is far more lucrative.When a judge repeatedly frees a social rat,he is ensuring the legal industry will dip into the free legal aid system yet again to represent the same client when he returns to court for the umpteen time."
70,"@PatKennyNT @AgeAction @MHealyRae Did Michael Healy Rae really just suggest that if parents raised people to work hard, they wouldn't have time to be violent thugs?  I might just leave this here...
https://t.co/qrv24BgQAc"
71,"@PatKennyNT @AgeAction @MHealyRae Political crime is up too, its just that the gov and their lackey judiciary ain't measuring it."
72,"@PatKennyNT @AgeAction @MHealyRae Pat, there has been a spate of attachs over the years, by foreign Nationals. And we don't  no what it they committed crimes in there country. And it now time for the government look at an Australian tipe of checks: on people who arrive in our country.
Owen."
73,"@PatKennyNT @AgeAction @MHealyRae Gardai, are more interested in seating in their cars in cities spotting and finning people for holding a phone or something irrelevant, I called Galway city last weekend to complain that boy racers had a road blocked doing car spins and doughnuts, the Garda left the phone down on"
74,@PatKennyNT @AgeAction @MHealyRae He raised TWO violent thugs.
75,"@PatKennyNT @AgeAction @MHealyRae 1. The Gardai objectively don't do their best. Fake breath tests and unanswered 999 calls prove that.
2. Listening to healy rae use this story to talk himself up is disgusting. Let's not forget, his own family has violent criminals in it."
76,@PatKennyNT @AgeAction @MHealyRae Older people in isolated areas should have a panic button installed or a Homewatch type system. These attacks have been happening for years
77,Gardai are becoming concerned about burglary gangs targeting vulnerable older people in isolated rural areas. We get reaction from @AgeAction @MHealyRae #patkenny https://t.co/AJBSpX5biX
78,"We will speak to @PatKennyNT today at 9am about concerns expressed by Gardai about burglaries targeting older people

#AgeEquality #CrimePrevention"
79,What makes a good life in late life? Citizenship and justice in ageing societies - special issue @hastingscenter Report - a pity the dismal Irish Citizen's Assembly on Ageing did not benefit from this wisdom @AgeAction @irishgerontsoc @EuGMSSociety  https://t.co/aa2zyAiB17
80,"Digital Skills for Beginners continues during February!🧑‍🎓💻

Join @DLRPPN online for basic training (all 2pm-4pm) in:
- Facebook Groups 15th Feb
- Instagram 16th Feb
- Mailchimp 17th Feb

Book your place at: https://t.co/kiNOLgP3np 🧑‍💻

#dlrCommunity @AgeFriendlyIrl @AgeAction https://t.co/GtIgB5bA1S"
81,"Home care sector facing recruitment crisis -via @FergalBowers   https://t.co/tGdTRBGftL 
#AgeEquality
#RightsMatter"
82,@ShareandCareOrg @HomeshareIntl @7WorldHomeshar1 @ALONE_IRELAND @AgeFriendlyIrl @MaryButlerTD @AgeAction @ThirdAgeIreland @Independent_ie @joeliveline @_SmartAgeing_ @slaintecare @PeopleofHSE Amazing!! We also have a incredible 102 yr old Householder who is getting along famously with her sharer 76 years her junior!
83,@LunchtimeLiveNT @SeanMoncrieff @seanreidy @SweetLikeAli  @AgeAction @sinead_ryan @AntonSavageShow @MiriamOCal @RadioBrendanRTE #AchieveAtAnyAge👏👂 https://t.co/weQ7h5I4UB
84,"@OireachtasNews @HCC_Irl @AgeAction @CareAllianceIrl Why not allow families contract directly with local carers where appropriate, if the HSE and agencies cant provide care? @JohnLahart"
85,"@OireachtasNews @HCC_Irl @AgeAction @CareAllianceIrl Any new system for #homecare has to have families and carers at its centre. It can't be just a means to preserve the present status quo. @RoisinShortall 
https://t.co/3x4unGcHmE"
86,"We welcome the strong reminder from @natpolicy from @AgeAction at the Joint Health Committee on Health that people who receive care must be involved in that care. HomeCare must be responsive and inclusive.
#DementiaSupports https://t.co/xlf1SP4DL1"
87,"@OireachtasNews @HCC_Irl @AgeAction @CareAllianceIrl @JohnLahart the issue is that families are shoehorned into using an agency service independent of their needs. Families needs are varied, surely their choices of providers should be varied as well?
https://t.co/FoMbNS6KPc"
88,"Pay and conditions of care workers, job and income security and work permits for non EU workers are key issues for homecare workers. #HomecareCoalition calls for clear plan of action to address these issues @CarersIreland @MigrantRightsIr @AgeAction @ALONE_IRELAND https://t.co/UXfPxFE0Gp"
89,@OireachtasNews @HCC_Irl @AgeAction @CareAllianceIrl Will paid carers have a direct representation on the workforce group rather than being represented by their employers who have a distinct agenda? @davidcullinane
90,"@OireachtasNews @HCC_Irl @AgeAction @CareAllianceIrl Profit margins for private providers are very high. It's a lucrative business. There is plenty of margin to increase pay for carers and pay for travel. @BernardDurkanTD @conwayforclare 
https://t.co/dB3R8Mfrnc"
91,"@OireachtasNews @HCC_Irl @AgeAction @CareAllianceIrl The best way to value carers is get more funds into their pockets rather than seeing unnecessary leakage to corporate overheads and profits. There is no shortage of carers, just a shortage of people who want to work for the minimum wage."
92,"@OireachtasNews @HCC_Irl @AgeAction @CareAllianceIrl Our current one size fits all system, is the main reason for rising waiting lists and poor employment conditions for carers. Our older population need more choice which can be achieved by fostering a wider ecosystem of providers."
93,"Nat O'Connor from @AgeAction making the point that we need a reimagining of care in Ireland, to make a system which works for all involved, including those in receipt of care and all carers, both paid and unpaid."
94,"#OireachtasTV - Watch LIVE as the Joint Committee on Health meets for a Discussion on the issues relating to homecare with Representatives from @HCC_Irl @AgeAction @CareAllianceIrl #seeforyourself 
 
https://t.co/OM4LMB9ODv https://t.co/5VM5BUrdAc"
95,@AislingDSenator @SEAI_ie @Dept_ECC @apprenticesIrl @AgeAction Layering on the inequality. Astonishing really.
96,"Today Age Action will address the Joint Oireachtas Committee on Health.
Read our opening statement here https://t.co/493J3ZcFXT https://t.co/XKwEljsLEK"
97,"All you need to know about retrofitting your home
What do people need to do to bring their homes up to standard? 
Here's our guide to an energy-efficient home
@citizensinfo @GCCNInfo @GalwayCoPPN @ARDcentre @GortFRC @AgeAction @EnableIreland @CloHiggins 
https://t.co/2FNDaJkFzL"
98,"Significant #ClimateAction announced in the retrofitting scheme today.
Now for the #climatejustice - energy poverty strategy needed and participation of people in poorer housing stock to ensure they share in the benefit rather than carry the burden https://t.co/3vYF2rTZVg"
99,@Health_HIV2030 @SageAdvocacy @NursingHomesIre @MaryButlerTD @Sineadmcgar @AgeAction @Dr__Jude @schither @SarahNiRoibin @Age_Opp @ronancollins7 @HSELive @rtenews @rte Are you getting visits as per guidance Breda?
100,"65% of people over the age of 65 experience digital exclusion in Ireland.
Ailish is a participant in our Getting Started programme which is helping older people to be safe online.

Find out more about our work https://t.co/8H54KZXFbJ
#SID2022 
#AgeEquality
#DigitalInclusion https://t.co/5DoVC3qWFT"
101,@AgeAction @MedialitIreland @FuJoMedia @DCU_SoC Thanks for supporting #SID2022
102,Please Share! @MigrantRightsIr @icos @SIPTU @IrishRefugeeCo @flacireland @JigsawYMH @PaveePoint @immigrationIRL @LeCheileDND @Black_andirish @GormMedia @MigrantRightsIr @NascIreland @AgeAction @FingalTogether @ARNirl @EAPNIreland @itmtrav @TREOIR @sariireland @queerdiaspora @NWCI
103,"Great resources from @Webwise_Ireland 
People of all ages need to be safe online.
Check out our free guide on how to avoid false information online produced with @MedialitIreland @FuJoMedia @DCU_SoC 
https://t.co/d4kuBNZboh
#DigitalInclusion
#SID2022 https://t.co/kVTznN8vpy"
104,"Please share this information with people who are not online.
Everyone's voice matters and counts. This is an opportunity to hear all voices. People can contribute their views via post.

#SafeGuardingAdults
#AgeEquality
#RightsMatter
#DigitalInclusion https://t.co/H4MqY7bLXA"
105,Congratulations to Dr. Carol Power @UCCCoopStudies whose @IrishResearch funded project with @AgeAction will explore the potential to develop co-operatives to provide care services and support independent living and healthy ageing in communities. https://t.co/No7JjKtOpu
106,Sure hope whoever has attacked Tom Niland in Sligo are caught soonest @morningireland Horrific. Not safe in his own home.  @gardainfo @GardaTraffic @sligogaa @Sligo @FineGael @fiannafailparty @greenparty_ie @labour @SocDems @sinnfeinireland @Elders_defence @AgeAction @Age_Opp https://t.co/Lk8VfqmHF7
107,@SarahJKieran @IrishWater @AgeAction Absolutely Sarah! They are also forcing 3 schools to close for a second day this week because they won’t schedule work outside of school hours or god forbid the weekend! Disgraceful @IrishWater @josephamadigan @nealerichmond @cathmartingreen #downsyndrome
108,"@greenshame @LaurenceTheBird @AgeAction @AgeActAlliance What’s happened to Irish society? An appalling crime, but I would like to know why the mother of the family, in her 70’s and without dementia as far as I can ascertain, was in a nursing home in the first place.  My mum had dementia for 10 years, but we looked after her at home."
109,"Digital Skills for Beginners continues during February!🧑‍🎓💻

Join @DLRPPN online for basic training (all 2pm-4pm) in:
- Facebook Groups 15th Feb
- Instagram 16th Feb
- Mailchimp 17th Feb

Book your place at: https://t.co/kiNOLgP3np 🧑‍💻

#dlrCommunity @AgeFriendlyIrl @AgeAction https://t.co/6JN22mMr4n"
110,Excellent interview on @kfmradio and @CullotyEileen on #disinformation. Great to see @AgeAction @MedialitIreland and #StopThinkCheck all get a mention. https://t.co/x82xJ3aky9
111,"@LaurenceTheBird @Sully42547164 @AgeAction @AgeActAlliance Sickening. RIP poor lady.
God forgive those responsible for bringing our country to this."
112,@LaurenceTheBird @AgeAction @AgeActAlliance Illegal immigrant terrorising the old and frail.!!! https://t.co/Y0Es69ubiv
113,"@T_J_Chambers @AgeAction @officialgaa @irishexaminer That’s a misinterpretation of the piece. No complaints about the removal of OAP concession, not the cashless system."
114,".@JohnFogartyIrl: Despite No Complaints Received @AgeAction Argues That @officialgaa Should Revise Cashless #Ticketing System | @irishexaminer 
https://t.co/UhpuunCENx"
115,@LaurenceTheBird @AgeAction @AgeActAlliance How can they sat that the assault had nothing to do with her death ten days later? Wtf is going on here?
116,@LaurenceTheBird @AgeAction @AgeActAlliance These people are animals.  Why are we letting them into the country
117,@LaurenceTheBird @Eddie_Brady_87 @AgeAction @AgeActAlliance “ the injured party was in ill-health and had died 10 days after this incident.”
118,@LaurenceTheBird @AgeAction @AgeActAlliance African
119,@horseymatilda @AgeAction @labour are blue shirts in sheeps clothing. Never forget.
120,@natpolicy talked @LMFMRADIO Michael Reade Show today on Fair and Flexible Pensions for all. Listen back at 40 mins in https://t.co/LpMN49cZZW #AgeEquality
121,@horseymatilda @AgeAction And labour politicians have the hard neck to be criticising these issues today after they actually caused them when in govt 2011-16
122,@horseymatilda @AgeAction #brutalburton
123,"@horseymatilda @AgeAction I see citizen-King Leo V. &amp; others in exposed electoral positions, are fretting now about about inflation pressures on disposable incomes &amp; ""expanding"" ""supports"" as the €100 electricity subsidy does not go far enough, for ""The 36%"" obviously.
Scrap the #CarbonTax &amp; cut #VAT."
124,@horseymatilda @AgeAction True. And Enda Kenny did away with the Mobility Allowance and that was never reinstated either Despite his assurance that it would be
125,Joan Burton slashed the electricity allowance and it was never restored @AgeAction #TodayCB https://t.co/KCNOD2ZGkH
126,"Well-Dance (on Zoom: Tues, Weds, Thurs) is for those aged 55+, putting music &amp; movement together in a recipe for feeling wonderful! 💃🕺

Classes for people with Parkinson's on Fridays! See more: https://t.co/cDPgIFecHh

#dlrCommunity @DanceTheatreIre @AgeFriendlyIrl @AgeAction https://t.co/VMrZmuHIN8"
127,"Still to come #mreade
🔷 @natpolicy @AgeAction discusses keeping the State pension age @ 66
🔷 We look @ the details of @sinnfeinireland  Healthcare Bill with @orourke_darren 
🔷 @IrishCancerSoc talk to us about World Cancer Day &amp; the Dáil debate on the cost of living with cancer"
128,@donoghue_cathal @FinnClodagh @irishexaminer @AgeAction @tilda_tcd Bloody brilliant!😂😂🤣🤣
129,@FinnClodagh @irishexaminer @AgeAction @tilda_tcd You might spread the the word on “dun breeding” a youtube gem https://t.co/zOO7Gp6BsZ
130,"@paddymacc1 @UnityakaAontu @Toibin1 @AgeAction Hi Paddy, can you private message us a contact number and we will call you please."
131,"Recognize the best and brightest in the field of aging by nominating an individual or organization for a Trailblazer in Aging Award. 

Submit your nomination by March 25 to honor those working to ensure #OlderAdults get the chance to #AgeWell. #AgeAction https://t.co/zDdbMTYV90 https://t.co/QnmLPRubzS"
132,No water this morning. Did you know Irish water don’t send you a notice you must check online or their socials &amp; be divinely inspired! What if you don’t have online access?? Or don’t do social media like a number of my neighbours NOT GOOD ENOUGH @IrishWater @AgeAction
133,"2️⃣
NGOs receive massive funding from the public purse, up to €6bn per annum and they are no longer providing the service the claim to provide and this must be challenged. 
When elderly people need aid they usually need it asap.
@UnityakaAontu @Toibin1 @AgeAction @ALONE_IRELAND"
134,@AgeAction And perhaps stops young people getting their jobs!!!
135,"@natpolicy @AgeAction Hi Nat, hope all is well. Can you turn on your Direct Messages please? Thanks so much."
136,"Ending compulsory retirement is critical to give many more workers choice and control about transitioning to retirement, keeping their expertise economically active longer, which in turn provides part of the economic activity (taxes) to fund the future State Pension.
#AgeEquality https://t.co/JVao8kZ3gU"
137,@AgeAction This is why we should be seeking an Ebikes for the Elderly scheme @greenparty_ie https://t.co/QkySEP8xzu
138,"Ending compulsory retirement is central to give many more workers choice and control about transitioning to retirement, keeping their expertise economically active longer, which in turn provides part of the economic activity (taxes) to fund the future State Pension.
#AgeEquality https://t.co/IBwf8TRd1i"
139,"The Oireachtas Committee on Social Protection has made thirteen recommendations that would help to ensure Ireland’s pension system is fair, flexible and secure into the future.
https://t.co/tMLht017Y4
#AgeEquality
#FairAndFlexiblePensionsForAll https://t.co/6k1VjKMVXT"
140,"Abolish Mandatory Retirement and Maintain the Pension Age At 66 - Age Action Welcomes the Recommendations of the Joint Oireachtas Committee on Social Protection, Community and Rural Development and the Islands | Age Action https://t.co/YkqgGMqKVr via @ageaction"
141,"say we grow indifferent as we grow old? It is just the reverse…'
Here's to reclaiming life after the menopause.
https://t.co/7vTUa82KgR
@irishexaminer 
@AgeAction 
@tilda_tcd"
142,@VodafoneIreland Also done so I guess the answer is there is no one that can help? Not exactly how VF likes to market their brand but I guess it is the reality of how VF treat elderly customers @AgeAction
