,content
75,"@LouStagner Nike tour pro am Alabama in the 90’s.  Made a double eagle off a 5 iron that missed the green so far right it landed outside the gallery ropes.  Had my 4 big Alabama donors sing this Tennessee vol rocky top on 18, (and the local news aired it)"
76,"Curator and artist Žana Kozomora is at the Gallery tomorrow to treat our visitors to a guided tour of At the far edge of worlds! Meet us in the lobby at 1pm to take part in our next free Walk the Talk: Curator Tour: https://t.co/YdeJjvvTmm

Supported by the Gamble Family https://t.co/EnEViGZVkP"
77,"Wanda was interested in learning more about historically significant African Americans and wanted to take a virtual tour of the National Portrait Gallery at the Smithsonian Institution. To see some of the portraits she saw, go to the link below.
https://t.co/tugMsxsFb8 https://t.co/BOfiaeIbb5"
78,"Contact Realtor

Slideshow - Home

Matterport 360 Tour

Floorplan

Nearby Places

Music:

Photo Gallery

Matterport Tour

https://t.co/WzU5kLpeSv https://t.co/sBKFr7cAdM"
79,"We have the last remaining £20 Gallery seats available for @ISIHAClue
 - The Official Stage Tour! Join @TheRealJackDee, Miles Jupp, @thefridgeman, @IAmPippaEvans and @rorybremner for an evening of inspired nonsense. 
📅 Wed 9 Mar 🎟️Book Tickets Here ➡️ https://t.co/N4Arz13LTE https://t.co/juHWsVujoo"
80,"R👁️👁️Ms are coming - each ROOM NFT is a 1/1 architectural environment made for interoperability across virtual worlds and metaverse apps. Through these galleries, the @MuseumofCrypto expands...

Join us at 2PM EST for a tour inside @AriumSpaces 

🕳️ https://t.co/PfOdIzJcyH https://t.co/p2F5GAnMhw"
81,"If you missed Volunteer Guide and Friends Volunteer John Wards illuminating Bellotto Webinar, he will be holding an insightful tour of the Bellotto exhibition in the gallery on Saturday 26th. https://t.co/k5Kj8z7rZI"
82,"Check out the 360° tour of our current exhibition 'There is a forest in my backyard but my house is built from trees grown far away'. The full tour can be accessed here: https://t.co/0MTHD9rsfx

The exhibition continues until 25 March. Gallery opening hours: Tue - Sat, 11am - 4pm"
83,🎨❤️🍽✨Lovely lunch today with Curator @J_LGallery in #Margate today @BottegaCaruso! Amazing to be outside in the sun. Come see Jenn’s guided tour 2-3pm at our gallery Saturday 26th Feb. All welcome! Free entry. https://t.co/GjTlYddimk
84,"Students from ART 201  (Beginning Painting) and ART 321 (Intermediate Painting) taking a tour of the gallery's newest exhibit: Picturing Places and Spaces.

Please note that the Stamelos Gallery Center is currently only open to UM-Dearborn faculty, staff and students. https://t.co/xb7Toz2fgZ"
85,"Here at PlaTy MultiMedia &amp; Publishing, we are proud of our company and the work we do. Take a look at what we’ve done for others by visiting and taking a tour of our gallery. See for yourself what we can do for you!
https://t.co/9rkMMbp7My https://t.co/LDGYcavzFE"
86,Would you like to see examples of our work? Click here for a trip to our Gallery page and take a tour of our projects: https://t.co/MAuv06falY
87,"Looking for a way to spend your Saturday afternoon? Come to the Hood Museum tomorrow from 2-3pm for an in-person tour of the galleries!

Meet in the Russo Atrium five minutes before the start time. No registration necessary. https://t.co/C2BaXRe4Ls"
88,Gallery: Willie Mullins Cheltenham Festival 2022 stable tour - Kilkenny People https://t.co/3k16gHr17F
89,"@EmmaLeonePalmer’s incredible 'ÉKSTASIS' exhibition at our St Christopher’s Place gallery in #London ends on Sunday 27th February. Find out more here: https://t.co/iFJ66DQpAP

If you can’t make it, don’t worry. We're bringing the experience to you with our exclusive video tour. https://t.co/MTlECPfxiv"
90,I was given a tour of the stunning @tateliverpool art gallery today as part of my visit to Liverpool. I was very interested to hear about their work around social mobility and the programmes they are organising to hire and train young local talent. https://t.co/7pIiMVc6IN
91,Mattia Baldi | LADY B Portrait Series | 6060 Art Space Gallery Tour | https://t.co/xc4CF7tpGK via @YouTube
92,"Saturday 26th Feb we hook up with @ONTHEBUS69 @Muse_Gallery &amp; tour the #Art #Galleries of #Kensington. Meet at corner of Oxford Gdns &amp; Portobello Rd W10 at 12:00hrsUK - FREE with guests on-board, commentary &amp; music. https://t.co/4LDWDd86LG or tune in https://t.co/wkzicHzrH1 🚐 https://t.co/ZX5qvGLhM7"
93,"My Lady and I look to take drives in the EV and tour all the art galleries in Washington DC today. 

Might spend money on an expensive piece or two, why not?

Itinerary packed. I give thanks for all the blessings..!"
94,"The students from National University of Battambang attended ""getting to know peace"" training today at the gallery.

A guided tour and reflection session organised by the  Southeast Asian Universities for peace program through German Development Cooperation's civil peace service. https://t.co/oSEk4ivLWC"
95,"Check Out a Virtual Reality Metaverse Gallery of Tyler, the Creator’s “Call Me If You Get Lost” Tour - The Early Registration https://t.co/o8pBWjA2Rh #VR #VirtualReality #AR #AugmentedReality #Metaverse #XR #VRToday #VRNews #MetaverseNews #vrheadset #newtech #productreviews"
96,Steven Oliver came across a lot of animal sculptures during his #BiggerAndBlacker tour in regional Queensland. Check out a gallery of his photos with some of them here before he plays @ADLfringe - https://t.co/e8cI37JJlF https://t.co/KtYEmlwAN1
97,"To everyone asking for download permissions: I’m fine with that &amp; it has been enabled for the Twice photos. Please do NOT remove my watermark, and @ me if you repost!

Full gallery: https://t.co/L1ipeQBZLA

#TWICE_4TH_WORLD_TOUR #twiceindallas #TWICEinFORTWORTH @JYPETWICE #twice https://t.co/XW2J1HrEXI"
98,"🥁🥁🥁 [Photo Gallery] I wrote about how my book tour is going and where I am coming next !
Enjoy it ! 🥁🥁🥁
➡️➡️ https://t.co/o1mfHv75Gf  

#diversity #inclusion #booktour #inclusiveintelligence #inclusiveleadership #leadership #books https://t.co/Zo48pPWa4r"
99,"And last but not least.. for now.. another Push and Pull stage photo. Love this song and this unit stage.

Full gallery: https://t.co/L1ipeQBZLA

#TWICE_4TH_WORLD_TOUR #twiceindallas #TWICEinFORTWORTH @JYPETWICE #twice https://t.co/EfXWau5szP"
100,"That feeling when your bias looks right at you 😍 😍 😍  

SANA!

Full gallery: https://t.co/L1ipeQBZLA

#TWICE_4TH_WORLD_TOUR #twiceindallas #TWICEinFORTWORTH @JYPETWICE #twice https://t.co/7P2UP43Qu4"
101,"Miss Jihyo.

Full gallery: https://t.co/L1ipeQBZLA

#TWICE_4TH_WORLD_TOUR #twiceindallas #TWICEinFORTWORTH @JYPETWICE #twice https://t.co/ncwg7Ac4Ad"
102,"Sparkly-eye Tzuyu

Full gallery: https://t.co/L1ipeQBZLA

#TWICE_4TH_WORLD_TOUR #twiceindallas #TWICEinFORTWORTH @JYPETWICE #twice https://t.co/yJRQc78pMm"
103,"Momo in this fit…

Full gallery: https://t.co/L1ipeQBZLA

#TWICE_4TH_WORLD_TOUR #twiceindallas #TWICEinFORTWORTH @JYPETWICE #twice https://t.co/K7nBC68uyo"
104,"Dahyun &amp; Jeongyeon &lt;3 

Full gallery: https://t.co/L1ipeQBZLA

#TWICE_4TH_WORLD_TOUR #twiceindallas #TWICEinFORTWORTH @JYPETWICE #twice https://t.co/zfXVgc75Ru"
105,"More &amp; More with Tzuyu in center position. Ahhhh!!

Full gallery: https://t.co/L1ipeQBZLA

#TWICE_4TH_WORLD_TOUR #twiceindallas #TWICEinFORTWORTH @JYPETWICE #twice https://t.co/UXxaJMuSeH"
106,"Yoo Beep Beep!

Full gallery: https://t.co/L1ipeQBZLA

#TWICE_4TH_WORLD_TOUR #twiceindallas #TWICEinFORTWORTH @JYPETWICE #twice https://t.co/yxqvqfuSbh"
107,"Jeongyeon &lt;3 

Full gallery: https://t.co/L1ipeQBZLA

#TWICE_4TH_WORLD_TOUR #twiceindallas #TWICEinFORTWORTH @JYPETWICE #twice https://t.co/VexnxWOhfa"
108,"Cute Sana + Dahyun cam &lt;3 &lt;3 &lt;3 

Full gallery: https://t.co/L1ipeQBZLA

#TWICE_4TH_WORLD_TOUR #twiceindallas #TWICEinFORTWORTH @JYPETWICE #twice https://t.co/jorWULo35X"
109,"I keep going back in and finding more pics I want to share, so just a few more from the Twice Dallas/Fort Worth gig!

Let’s start with the only Park Jihyo. 

Full gallery: https://t.co/L1ipeQBZLA

#TWICE_4TH_WORLD_TOUR #twiceindallas #TWICEinFORTWORTH @JYPETWICE #twice https://t.co/W8DvKUnhi5"
110,"@doglegpar3 7th hole pinehurst #2 . First or second tour championship ever . Dog leg right with staggered bunkers . Bite off what you can chew to get a short iron in. Not Daly . Bombs over all the trees on right ,over the gallery , into greenside bunker . Unreal"
111,"This week, @MarinaDiamandis  brought her Ancient Dreams in a Modern Land Tour to the Orpheum Theatre Boston. She played classic hits like ""Oh No!"" and ""How to be a Heartbreaker"" + new songs! The full gallery by Emily Gringorten (IG: emgringo): https://t.co/BxnCYvSf10. https://t.co/F3dXjZUyZb"
112,"Tonight's Black History Program was nothing short of amazing!   The musical performances, virtual student art gallery, and Black Wax Museum were phenomenal.  Please take a virtual tour of Brookview's Black History Museum. Kudos Pandas!  https://t.co/2jXkhNX4qe"
113,"the last stop on our virtual art gallery tour is a peaceful landscape painted in the South of France during World War I
Paysage du Midi et Deux Enfants
1916-1918
Pierre Bonnard https://t.co/AjYjDySbSh"
114,"Museum of Surrey has you covered for Friday's pro-d day! Bricks 4 Kidz will be onsite doing motorized LEGO builds, and will have an instructed build for kids to do as well. Do other LEGO themed crafts and or a scavenger hunt while you tour the galleries. All free from 10am to 2pm"
115,"Art-lovers, discover something new at the Gallery this weekend. 🎨🌏 Embark on a tour of contemporary art at #APT10QAGOMA.

🌧️ or ☀️, this vibrant exhibition is ready to inspire you.

QAG and GOMA are open 10.00am – 5.00pm, free entry.

Find out more 👉 https://t.co/g2h7T3rl4T https://t.co/P5s6lGvLaG"
116,"Check out this gallery from https://t.co/mHHV596C1u:

Foundry Office Tour"
117,RSVP soon to Eveline Luppi's Retrospective opening reception at Sprout Warren - It's coming up quickly March 6th 2-5pm. We hope to see you there to tour the Gallery &amp; meet the artist. This will be the first Gallery event in Sprout CoWorking's 2022 season! https://t.co/8Jr8Ij1DEl
118,"An entire gallery of Black Art, with artworks by an Austin-based artist… and a special tour by the curator, herself?

Say less! ✅ See y’all today in ONE HOUR ⏳ at The Idea Lab in the Gordon White Bldg. https://t.co/50j0CzRzum"
119,"@amesa_v 1.Visit Tunde Odunlade Art Gallery. 
2.Go to cocoa house and get a tour at their museum. You can view the city of Ibadan from the last floor
3. Visit the tower at Oke Are
4. Go to the cinema at ShopRite, Dugbe
5. You can visit FRIN
6. Shop at pinnacle"
120,"Tour dozens of shops in our photo gallery to get ideas for your shop! It's free!
https://t.co/qiv1G4Qzlm
#autorepairshopphotos https://t.co/Y07RYZCZED"
121,"Meet us ON CAMPUS today @ 5:30p for The Finer ArtZ: A Special Tour by @galleries_at_ut 

#BlackArtistsMatter #TheFinerThingZ 🕊 https://t.co/POUlZvRHEp"
122,"Visit the 'Our Suites"" page on our website for a VR tour of our Model Suite and view a gallery of interior shots.

Book your model suite tour with one of our Agents today!

https://t.co/tI3LpxlyH5

#BookATour #VRTour #TheAzure #Suites https://t.co/ENhfyyAFBU"
123,"Enjoy a glass of bubbly or an art-inspired cocktail with Saint Kate's Curator while taking a tour of the Saint Kate art collection and newly installed galleries! Learn more and purchase tickets, https://t.co/TMkSnZhCpK https://t.co/LNiXOzUoaI"
124,Congratulations to our Intermediate artists! Three of our very own are displayed in this amazing gallery! Click on the link to take a tour! @niagaracatholic  https://t.co/mL2i2Z2PQ9
125,Pit Bike Gallery From the Vurb Shred Tour at KCRP MX. https://t.co/0FoBJN8YWr
126,"Open House at TDR, Sat 26th Feb. Book in for a tour of the artworks on show with curator Sandra Higgins at 11am or 1pm at @tdrbath Numbers are limited so book here: https://t.co/pSOa6rD8OX
or visit her online gallery to see more: https://t.co/X33kVotVCZ
⁠
#BuyFromLivingArtists⁠ https://t.co/rzy7MwVGVZ"
127,"Tour the home, galleries and sculpture gardens of Czech sculptor Albin Polasek! You can find it in the heart of Winter Park on Lake Osceola.

📷: Judy https://t.co/eZgUuzKAKQ"
128,"Today we inaugurated one of the most special editions of @FeriaArco at @IFEMA MADRID: 40(+1). For the occasion, we were joined by H.M. the Queen Letizia, among others.

On our tour, we visited some of the 185 galleries from 30 countries that are taking part in #ARCOmadrid. https://t.co/X1bwMkuD2z"
129,SHOW RECAP + GALLERY: @emmagrayduh caught @MarinaDiamandis and @tovestyrke on the 'Ancient Dreams In A Modern Land' tour at the Orpheum Theatre in Boston this past weekend - check out Emma's recap of the gig and full gallery on our website now! ⚡️ https://t.co/a4dZwec3WK
