,content
15,"Check out our 10-minute exercise routines on Youtube. 
#BeActive #activeageing #exercise #movement #TaiChi
Here is the 14th episode:
https://t.co/yvnQQmqpDL"
16,"Move it or Lose it Advent Calendar 2️⃣2️⃣🎄

Each day of advent, we'll be sharing top tips and health advice! For more information about Move it or Lose it, go to https://t.co/RkBiFTHjoB 

#Moveitorloseit #AdventCalendar #Ageing #HealthyAgeing #ActiveAgeing https://t.co/Uu171m32m4"
17,Early morning  cleans today. Great whole body exercise for power #rehab #gym #activeageing https://t.co/MPiT9qbUu8
18,"La futura sostenibilità del sistema pensionistico dipenderà anche dalla capacità di gestire l'invecchiamento della popolazione: prevenzione, #activeageing e politiche attive del lavoro i nodi da sciogliere secondo @AlBrambilla. L'analisi via #ilPunto https://t.co/owppOavvfB"
19,"Here's our wonderful instructor Martha showing you how to stay active with the 12 days of Christmas! Our classes have been developed with experts in #activeageing to help #olderpeople to stay active &amp; strong. To find your local class, go to https://t.co/fb0evhP2ab
#Moveitorloseit https://t.co/quuNVBlRDx"
20,"Check out our 10-minute exercise routines on Youtube. 
#BeActive #activeageing #exercise #movement #TaiChi
Here is the 13th episode:
https://t.co/44O4DDk9Oi"
21,"Move it or Lose it Advent Calendar 2️⃣1️⃣🎄

Each day of advent, we'll be sharing top tips and health advice! For more information about Move it or Lose it, go to https://t.co/RkBiFTHjoB 

#Moveitorloseit #AdventCalendar #Ageing #HealthyAgeing #ActiveAgeing https://t.co/hKuKmNN4Hs"
22,The importance of #activeageing by having goals to #movewell and #agewell https://t.co/qeDyt6tANx
23,"Here's our fab instructor Karen with her lovely class members in York wishing you a very #MerryChristmas! Our classes have been developed with experts in #activeageing to help #olderpeople to stay active &amp; strong. 

https://t.co/fb0evhP2ab

#Moveitorloseit #MoveitorloseitClass https://t.co/o5acJ1lsQw"
24,"Check out our 10-minute exercise routines on Youtube. 
#BeActive #activeageing #exercise #movement #TaiChi
Here is the 12th episode:
https://t.co/Lc6n7mpHIr"
25,"Move it or Lose it Advent Calendar 2️⃣0️⃣🎄

Each day of advent, we'll be sharing top tips and health advice! For more information about Move it or Lose it, go to https://t.co/RkBiFTHjoB 

#Moveitorloseit #AdventCalendar #Ageing #HealthyAgeing #ActiveAgeing https://t.co/2q8sX8bAl8"
26,"Join us at our annual #healthyageing conference! 

This is a fantastic opportunity to hear from #experts in the field of #healthyageing followed by Q&amp;As after each talk.

Book your place here:
https://t.co/q0N4kqc08E

#Moveitorloseit #MoveitorloseitConference #ActiveAgeing https://t.co/Xa3FTFTye5"
27,"Move it or Lose it Advent Calendar 1️⃣9️⃣☕🎄

To try our cuppa routine, go to https://t.co/NKOs85V4Ik

#Moveitorloseit #AdventCalendar #Ageing #HealthyAgeing #ActiveAgeing #CuppaRoutine https://t.co/93XsVQEZWo"
28,"Move it or Lose it Advent Calendar 1️⃣8️⃣🎄

Each day of advent, we'll be sharing top tips and health advice! For more information about Move it or Lose it, go to https://t.co/RkBiFTYUNb 

#Moveitorloseit #AdventCalendar #Ageing #HealthyAgeing #ActiveAgeing https://t.co/sXp5xRGmLf"
29,"Check out our 10-minute exercise routines on Youtube. 
#BeActive #activeageing #exercise #movement #TaiChi
Here is the 11th episode:
https://t.co/GYqInCXqWN"
30,"Move it or Lose it Advent Calendar 1️⃣7️⃣🎄

Each day of advent, we'll be sharing top tips and health advice! For more information about Move it or Lose it, go to https://t.co/RkBiFTYUNb 

#Moveitorloseit #AdventCalendar #Ageing #HealthyAgeing #ActiveAgeing https://t.co/7dBNNWJHw7"
31,"Serving Active Agers with Colin Milner 

https://t.co/NSy8M4Hetu 

#activeaging #activeageing #wellness #healthyaging #olderadults #seniors"
32,"Move it or Lose it Advent Calendar 1️⃣6️⃣🎄

Each day of advent, we'll be sharing top tips and health advice! For more information about Move it or Lose it, go to https://t.co/RkBiFTHjoB 

#Moveitorloseit #AdventCalendar #Ageing #HealthyAgeing #ActiveAgeing https://t.co/KrU1YBN2Ol"
33,"🎥 Glimpses from the #EPALECommunityConference 2021
🔎 Watch the full video👉https://t.co/3EGDS8egkb

💬  In this #EPALE Talk we discussed about #ActiveAgeing with:

🗣 @PhiSeidel @AGE_PlatformEU
🗣 @DinaSoeiro @IP_Coimbra @EAEA2020
🗣 @WadeHamburg
🗣 Iveta Cirule

#AdultLearning https://t.co/pT2ShaXhmO"
34,"Check out our 10-minute exercise routines on Youtube. 
#BeActive #activeageing #exercise #movement #TaiChi
Here is the 10th episode:
https://t.co/SYdm7OzYRs"
35,"Be interesting to see this repeated in seniors -""facilitating sustained social support, providing opportunities for young people to socialise with peers who share similar experiences, and changing thinking and behaviour"" #socialsupport #activeageing https://t.co/G1ysgVorJC"
36,"""Alt ist nicht gleichbedeutend mit krank, passiv und hilflos. Genau dieses Bild versuche man zu brechen."" #activeageing @MiFa_Lu @letzjournal 

https://t.co/mlA6DxEwgx"
37,"🔊 Active Ageing Hour! Get active at 11am on the Thursday 16th December: https://t.co/gDHEC2O5FF

The programme aims to provide a safe environment with dedicated hours for older adults to exercise in the local community, leisure centre or gym.

@irelandactive #activeageing https://t.co/Eqy5zgEO2t"
38,"We are delighted to announce that were awarded a prize  for the research we presented at the #IGSASM on 18th November. Many thanks to the @irishgerontsoc for this award and congratulations to the EMMA team 🎉

#ageingresearch #gerontology #activeageing #educationmatters #research https://t.co/zl21ukNStR"
39,"Check out our 10-minute exercise routines on Youtube. 
#BeActive #activeageing #exercise #movement #TaiChi
Here is the 9th episode:
https://t.co/tYah25vdNq"
40,"Our impact 🥳🎉🎊

We're so delighted to have been supporting #olderpeople all across the world to stay active &amp; strong during the last 12 months for free on 
@YouTube. Visit our channel at https://t.co/vrnacDea86

#Moveitorloseit #HealthyAgeing #Ageing #ActiveAgeing @EMDForLife https://t.co/AWH186esOa"
41,"(1/2)We participate in the EU social partners final conference on #activeageing and #intergenerational approach. Active ageing is about optimizing opportunities for workers af all ages to work in good quality until legal retirement age.  
#agediversity #sustainability https://t.co/4L2BIvv26E"
42,"Move it or Lose it Advent Calendar 1️⃣5️⃣🎄

Each day of advent, we'll be sharing top tips and health advice! For more information about Move it or Lose it, go to https://t.co/RkBiFTHjoB 

#Moveitorloseit #AdventCalendar #Ageing #HealthyAgeing #ActiveAgeing https://t.co/zuu5HriTzX"
43,"🔊Our Active Ageing Hour is soon approaching! Register now at one of our partner facilities ( https://t.co/V0KiAarESt ) to join us on the 16th December at 11am.

📷 Make sure to tag us in your social media posts!

#activeageing #activeageinghour #keepactive https://t.co/euEqpXMwVP"
44,"🔊 Our Active Ageing Hour is soon approaching! Register now at one of our member facilities ( https://t.co/V0KiAarESt ) to join us on the 16th December at 11am.

📷 Make sure to tag us in your social media posts.

#activeageing #activeageinghour #keepactive https://t.co/hmewz7ijTw"
45,"We challenge you not to whistle along to this! This routine is a firm favourite in our classes all across the UK! To find your local #Moveitorloseitclass, go to https://t.co/fb0evhxriD

#Moveitorloseit #HappyAgeing #HealthyAgeing #ActiveAgeing #seatedexercise #exerciseforseniors https://t.co/VXv7WfRHkd"
46,"Move it or Lose it Advent Calendar 1️⃣4️⃣🎄

Each day of advent, we'll be sharing top tips and health advice! For more information about Move it or Lose it, go to https://t.co/RkBiFTYUNb 

#Moveitorloseit #AdventCalendar #Ageing #HealthyAgeing #ActiveAgeing https://t.co/dAevC0VqD2"
47,"No matter the age 👨🏽‍🦳,
it is never too late to embrace #ActiveAgeing, start living the #BeActive 🏀 life and work on staying independent for as long as possible. 

We are @EUErasmusPlus funded project 🤸🏽‍♂️ @activeageingfes. 

#PhysicalActivity #HealthyAgeing https://t.co/OCFIL5WU27"
48,"🔊 Active Ageing Hour! Get active at 11am on the Thursday 16th December: https://t.co/gDHEC2O5FF

The programme aims to provide a safe environment with dedicated hours for older adults to exercise in the local community, leisure centre or gym.

@irelandactive #activeageing https://t.co/Ky40GTyZuA"
49,#StaySafe #ActiveAgeing https://t.co/HT1zDqRRiA
50,"Move it or Lose it Advent Calendar 1️⃣3️⃣🎄

Each day of advent, we'll be sharing top tips and health advice! For more information about Move it or Lose it, go to https://t.co/RkBiFTHjoB 

#Moveitorloseit #AdventCalendar #Ageing #HealthyAgeing #ActiveAgeing https://t.co/9CKpYaWx9p"
51,"🔊Active Ageing Hour! Get active at 11am on the 16th December in one of our member facilities: https://t.co/V0KiAarESt

📷 Don't forget to tag us and let us know how you are getting active! 

#activeageing #activeageinghour #keepactive https://t.co/hWyeMUKflj"
52,"Move it or Lose it Advent Calendar 1️⃣2️⃣🎄

Each day of advent, we'll be sharing top tips and health advice! For more information about Move it or Lose it, go to https://t.co/RkBiFTYUNb 

#Moveitorloseit #AdventCalendar #Ageing #HealthyAgeing #ActiveAgeing https://t.co/xJoKMxYbxk"
53,"👏""More than 20 youngsters in the age group of 18 to 26 have signed up to volunteer as ‘Young Changemakers of Silver Talkies’, where they enrich the lives of older adults with their skill or an idea."" @Silvertalkies @LiffyThomas @the_hindu  
https://t.co/Le7eCpZkPi
#activeageing"
54,"In #Teignmouth? retired? Then check out TeignmouthU3A!

Become a member, make new friends, learn or revive new hobbies &amp; skills. They have over 50 special interest groups and each month identify new ones.

See more: https://t.co/cXtVpFPJcR

#ConnectedCommunities #ActiveAgeing https://t.co/NFq1Osi9Fg"
55,"Move it or Lose it Advent Calendar 1️⃣1️⃣🎄

Each day of advent, we'll be sharing top tips and health advice! For more information about Move it or Lose it, go to https://t.co/RkBiFTYUNb 

#Moveitorloseit #AdventCalendar #Ageing #HealthyAgeing #ActiveAgeing https://t.co/6AY7XB2Ceq"
56,"Thank you. It was a pleasure. Thank you for helping us to support more #olderpeople to stay active, strong and independent. Together we can change the way we age.

#HealthyAgeing #ActiveAgeing #Happyageing #Moveitorloseit https://t.co/L7YJOLICkm"
57,"Thanks to all those who attended our online Focused Group Discussion: Importance of #TaichiforElders with Rajiv Maharjan today. If you missed the session, you can watch it here: https://t.co/TqVjlZKiba

#Nepal #ActiveAgeing #Elders #BihaniEvent #Taichi"
58,"Smart companion for Elderly Seniors Living Alone &amp; Aging in Place. Elro- The best Companion for Seniors! is all set to make the elderly feel secure, happy, feel part of society again. https://t.co/WcAFCIdHxe 
#fallprevention #assistedliving #activeageing #geriatrics #elderlycare https://t.co/lWLc2PfZbM"
59,"Move it or Lose it Advent Calendar 1️⃣0️⃣🎄

Each day of advent, we'll be sharing top tips and health advice! For more information about Move it or Lose it, go to https://t.co/RkBiFTHjoB 

#Moveitorloseit #AdventCalendar #Ageing #HealthyAgeing #ActiveAgeing https://t.co/c4eZdBaqPo"
60,The active grandparent hypothesis #ActiveAgeing https://t.co/tjR7hha3Z2
61,Important relationship between this work and @GmMoving. #ActiveAgeing. Sign up quick👇 https://t.co/9H8qkRFF0z
62,Great study with far reaching implications #activeageing https://t.co/zQSGkAUFcG
63,"So glad Bronia has been given this award. 
She has supported older people in Barnsley to be active, strong and steady for many years. 
@HannahR40232584  @ewhite_emma @LaterLifeTrain 
#FallsPrevention #FallProofBarnsley #PSI #ActiveAgeing #AgeFriendly https://t.co/EBcVXWlLG9"
64,"🔊 Active Ageing Hour! Get active at 11am on the Thursday 16th December: https://t.co/gDHEC35H4f
The programme aims to provide a safe environment with dedicated hours for older adults to exercise in the local community, leisure centre or gym.

@irelandactive #activeageing https://t.co/UbFbFZjAOi"
65,"Today at 13h50, our member Laura Christ of @OWN_Europe  will take part in the @EPSocialAffairs and @EPCulture hearing on #LifelongLearning, digital education and #ActiveAgeing, tune in here: https://t.co/VWr81hJFtx"
66,"Today, SOLIDAR will participate in @EPSocialAffairs's public hearing  on  #LifelongLearning, #DigitalEducation and #ActiveAgeing. 

In particular , we will give SOLIDAR's perspective on digital skills.👨‍💻👩‍💻
Follow the webstream📺👇
https://t.co/A70qELbjRO"
67,"Great to see these facilities having a dedicated hour for older people to come in and be active, delighted to have been involved with their staff training for this initiative as well '#activeageing #activeageinghour https://t.co/BlczrV8HYf"
68,"🔊 Active Ageing Hour! Get active at 11am on the 16th December in one of our partner facilities: https://t.co/V0KiAarESt

📷 Don't forget to tag us and let us know how you are getting active! 

#activeageing #activeageinghour #keepactive https://t.co/l1vKQYfQbM"
69,"Move it or Lose it Advent Calendar 9️⃣🎄

Each day of advent, we'll be sharing top tips and health advice! For more information about Move it or Lose it, go to https://t.co/RkBiFTHjoB 

#Moveitorloseit #AdventCalendar #Ageing #HealthyAgeing #ActiveAgeing https://t.co/lQy4MlzfKx"
70,"Happy to have the @activeageingfes project team in Slovenia 🇸🇮, and finalise this important, game-changing @EUErasmusPlus project. 

#ActiveAgeing 🧓🏾👴 is the foundation of well-being, longevity and independence of older adults. #BeActive

@ISCA_tweet https://t.co/7Uid9ddvX7"
71,"Here's our fabulous instructor Anne &amp; her lovely class who had their class in the local skittle alley this week as her normal venue was closed. Our classes have been developed with experts in #activeageing to help #olderadults stay active &amp; strong https://t.co/fb0evhxriD

#ageing https://t.co/Qu5tjXREs7"
72,"Move it or Lose it Advent Calendar 8️⃣🎄

Each day of advent, we'll be sharing top tips and health advice! For more information about Move it or Lose it, go to https://t.co/RkBiFTHjoB 

#Moveitorloseit #AdventCalendar #Ageing #HealthyAgeing #ActiveAgeing https://t.co/efZ5oM7UQa"
73,@PipWatts @moveitorloseit1 Welcome to the team Pip. .I hope you get as much pleasure out of your career change as I have over the last 3yrs. The age group we work with inspire us every day #activeageing #keepmoving #moveitorloseit
74,"Don't miss the @GATEKEEPER_EU Puglia pilot Technodays on the 7th, 9th and 16th December 2021. For more information on how to get involved: https://t.co/9gjXd1jpxF #IoT #ArtificialIntelligence #BigData #HealthyAgeing #ActiveAgeing https://t.co/zgjUFBubum"
75,"Move it or Lose it Advent Calendar 7️⃣🎄

Each day of advent, we'll be sharing top tips and health advice! For more information about Move it or Lose it, go to https://t.co/RkBiFTYUNb 

#Moveitorloseit #AdventCalendar #Ageing #HealthyAgeing #ActiveAgeing https://t.co/52XGJQRCoK"
76,"Congratulations on completing your training. We can't wait to welcome you into our fabulous team @PipWatts helping #olderpeople all across the UK to lead healthy, happy and active lives

#Moveitorloseit #Healthyageing #ActiveAgeing @EMDForLife https://t.co/kjEWutFp84"
77,Was great to speak to volunteers today at #StokeOnTrent @RoyalVolService Hearing about the barriers but also the fulfilment of helping older adults get out and about #activeageing #research https://t.co/DCIjsP2yMi
78,"Another great group discussion today, this time with Volunteers. Discussing their #volunteering experiences with older adults and ideas of how we can make our peer-volunteer #activeageing programme a success. Thanks to all involved @RoyalVolService @cavilln https://t.co/APrrhjpnaY"
79,"Join us at our annual #healthyageing conference! Hear from @muirgray @Lord_Lab &amp; @MaggyPigott
 
Book your place here:
https://t.co/q0N4kqc08E

#Moveitorloseit #MoveitorloseitConference #ActiveAgeing https://t.co/Z4JfSmTpPX"
80,"Move it or Lose it Advent Calendar 6️⃣🎄

Each day of advent, we'll be sharing top tips and health advice! For more information about Move it or Lose it, go to https://t.co/RkBiFTYUNb 

#Moveitorloseit #AdventCalendar #Ageing #HealthyAgeing #ActiveAgeing https://t.co/xzwh1vX8jI"
81,"@BolsoverDC has launched a new Wellness Hub to help older adults and those living with long term health conditions exercise more.
Read our full update here: https://t.co/JWOwYnDfFp #activeageing #exerciseismedicine"
82,"Rise of the Empty Nesters in India
https://t.co/4matmewUnt
#emptynester #silvereconomy #longevity #activeageing #children #independence #individuality #family #couple"
83,"Absolutely! 

#Moveitorloseit #inspirationalquotes #inspiringquotes #HealthyAgeing #Ageing #ActiveAgeing #HappyAgeing https://t.co/hkqOPsESUN"
84,"Move it or Lose it Advent Calendar 5️⃣🎄

Each day of advent, we'll be sharing top tips and health advice! For more information about Move it or Lose it, go to https://t.co/RkBiFTYUNb 

#Moveitorloseit #AdventCalendar #Ageing #HealthyAgeing #ActiveAgeing https://t.co/AJzG8GX82U"
85,"Join us at our annual #healthyageing conference! 

This is a fantastic opportunity to hear from #experts in the field of #ageing followed by Q&amp;As after each talk.
Book your place here:
https://t.co/q0N4kqc08E

#Moveitorloseit #MoveitorloseitConference #ActiveAgeing 
@EMDForLife https://t.co/AmcYdLh8DK"
86,@GATEKEEPER_EU program for Puglia Pilot enters the operational steps with the research line on healthy lifestyles for 1000 patients with multiple chronic conditions. More info there: https://t.co/6gUVqhBLMd #IoT #ArtificialIntelligence #BigData #healthyageing #activeageing https://t.co/EIAAuoxvy4
87,@GATEKEEPER_EU program for Puglia Pilot enters the operational steps with the research line on healthy lifestyles for 1000 patients with multiple chronic conditions. More info there: https://t.co/5GeKFaY6tF #IoT #ArtificialIntelligence #BigData #healthyageing #activeageing https://t.co/HIt4GQsMIt
88,"Move it or Lose it Advent Calendar 4️⃣🎄

Each day of advent, we'll be sharing top tips and health advice! For more information about Move it or Lose it, go to https://t.co/RkBiFTYUNb 

#Moveitorloseit #AdventCalendar #Ageing #HealthyAgeing #ActiveAgeing https://t.co/XY6CC1kR42"
89,"Finally, here we are!

We have set the date for the next POSITIVE meeting that will be held in Bilbao on the 15th of December.

Stay tuned for what coming next! 

#POSITIVE #wellbeing #activeageing https://t.co/gLJixzupPJ"
90,A rare treat to join colleagues and friends after excellent 400-person #ANZFPSconf2021 hosted online by @NKerse and NZ team. A joy to receive lovely flowers as I hand @anzfps presidency to @delbaere_kim. Much to be done in #fallprevention #activeageing but the future is bright! https://t.co/VbhxX3aOqn
91,"Move it or Lose it Advent Calendar 3️⃣🎄

Each day of advent, we'll be sharing top tips and health advice! For more information about Move it or Lose it, go to https://t.co/RkBiFTHjoB 

#Moveitorloseit #AdventCalendar #Ageing #HealthyAgeing #ActiveAgeing https://t.co/GSG3Or37x3"
92,"We need to help &amp; support older generation to stay in charge of their own lives 👨🏿‍🦳🧓 for as long as possible. 

Sport, #PhysicalActivity &amp; #ActiveAgeing can be an essential parts in this ⬆️. 

#health 
#BeActive https://t.co/GPw51LgUxu"
93,"Move it or Lose it Advent Calendar 2️⃣🎄

Each day of advent, we'll be sharing top tips and health advice! For more information about Move it or Lose it, go to https://t.co/RkBiFTHjoB 

#Moveitorloseit #AdventCalendar #Ageing #HealthyAgeing #ActiveAgeing https://t.co/Q0EXvtvq57"
94,"“Gentle exercise won’t help. It has to feel hard and wobbly.”
For our bodies to adapt and change we need to work them. This is the same for 20 yr old as it is for a 77 yr old. 
@AgeUK_Barnsley @ewhite_emma @BarnsleyMoving 
#fallsprevention #ActiveAgeing #WhatsYourMove https://t.co/JCyym3kwut"
95,"Meet two of our lovely ladies from our Berrow Class with Anne. Our classes have been developed with experts in #activeageing to help #olderpeople to stay active &amp; strong. To find your local class, go to https://t.co/fb0evhP2ab 

#Moveitorloseit #MoveitorloseitClass https://t.co/nAGKrDk1t6"
96,"Check out our 10-minute exercise routines on Youtube. 
#BeActive #activeageing #exercise #movement #TaiChi
Here is the 8th episode:
https://t.co/INdOs1zXiQ"
97,"#COVID19 ha frenato ma non invertito il trend d'invecchiamento della popolazione italiana: quale il possibile impatto della demografia sulla sostenibilità della nostra previdenza? #ilPunto di @AlBrambilla su politiche attive del lavoro e #activeageing  
https://t.co/owppOavvfB"
98,"St Andrew's Day celebrations 🏴󠁧󠁢󠁳󠁣󠁴󠁿 

Here's our fabulous class in Houston celebrating St Andrew's Day in style! To find your local class, go to https://t.co/fb0evhxriD

#StAndrewsDay #HappyStAndrewsDay #Moveitorloseit #HappyAgeing #HealthyAgeing #ActiveAgeing https://t.co/y2qQnq7E7j"
99,"Move it or Lose it Advent Calendar 1️⃣🎄

Each day of advent, we'll be sharing top tips and health advice! For more information about Move it or Lose it, go to https://t.co/RkBiFTHjoB 

#Moveitorloseit #AdventCalendar #Ageing #HealthyAgeing #ActiveAgeing https://t.co/8mE7VwAEKS"
100,"Happy St Andrew's Day everyone! 🏴󠁧󠁢󠁳󠁣󠁴󠁿

A special shout out to all our wonderful colleagues, class members and friends in Scotland too! To find your local class, go to https://t.co/fb0evhP2ab

#StAndrewsDay #HappyStAndrewsDay #Moveitorloseit #HappyAgeing #HealthyAgeing #ActiveAgeing https://t.co/rWFYcNiS1L"
101,"Great set of videos designed for people with long term conditions. 

Dance, strength, boxing, tai chi it’s all here! 
#WhatsYourMove #makeyourmove #ActiveAgeing https://t.co/76cTXRlRJG"
102,"Turn out at classes has been really picking up! 
Couple of changes to times and venues.  
#fallsprevention #fallproofbarnsley #whatsyourmove #ActiveAgeing https://t.co/6WuibNcXLv"
103,"Keep on moving | Barriers to physical activity https://t.co/gl4zEvG4P9 @AgeUK_Barnsley @jane_holliday @BarnsleyMoving 
#WhatsYourMove #ActiveAgeing"
104,"Check out our 10-minute exercise routines on Youtube. 
#BeActive #activeageing #exercise #movement #TaiChi
Here is the 7th episode:
https://t.co/1kgo40p0Ce"
105,"Research shows children who regularly mix with older people have better language, reading and social skills...not that we need an excuse to have them over!

#Moveitorloseit #Intergenerational #Grandparents #grandchildren #ageing #healthyageing #activeageing https://t.co/skLio6BO99"
106,"A recent study has found that older women who started eating an apple each day saw a 23% drop in their cholesterol after 6 months! So, the old proverb really is true. 

#Moveitorloseit #HealthyAgeing #Ageing #Activeageing #Cholesterol #HappyAgeing https://t.co/O3LiktwpsZ"
107,"So true! 🌞

#Moveitorloseit #inspirationalquotes #inspiringquotes #HealthyAgeing #Ageing #ActiveAgeing #HappyAgeing https://t.co/hSOJYj9BwP"
108,"Decade of #ActiveAgeing 🤸⌚ Eduardo Rodríguez, María Bassols, Ebbe Johansen &amp; Alberto Infante tell us why #ageing is an opportunity and how we can redefine the role of #elderly for a better society. @AGE_PlatformEU @SpainUN @IFEMA @CEOMA_ong @RPPGroup #VidaSilver https://t.co/PTUMpne3Lc"
109,"👏👏🏻👏🏼👏🏽👏🏾👏🏿

#AFS #agefriendly #Collaboration #ClimateAction #activeageing #ageingpopulation https://t.co/Hc4Flf19lR"
110,"Ageing is either a daring adventure or .... ❓

But for ""older age"" to be a daring adventure, you need to:
🔹 Be physically active 
🔹 Put injury &amp; falls prevention training as goal 1
🔹 Include (appropriate) strength training into your routine 
🔹 Socialise through #ActiveAgeing https://t.co/0ngtLjujaL"
111,"Physiotherapist, Ms Karen Swuarts sharing exercises with the elderly to encourage #ActiveAgeing in order for them to stay as healthy and young as possible #60PlusMatters #ElderweCare https://t.co/memmIeyDtI"
112,Sister Matsoso from @GautengHealth Chiawelo Clinic encourages the elderly to get vaccinated in order for social activities to continue including #ActiveAgeing programmes #60PlusMatters #ElderweCare https://t.co/ohiAPbzEVt
113,"Tshwarelo Thale, a Dietician from Chiawelo clinic encouraging elderly persons to eat healthy in order to promote #ActiveAgeing #60PlusMatters #ElderweCare https://t.co/Z3PsYrmOn3"
114,Ms Gloria Makgeledisa @gpgSocDev sharing the purpose - we want 4o encourage Older People to engage in #ActiveAgeing activities because we believe it boosts their health so that they age gracefully #ElderweCare #60PlusMatters https://t.co/5v6QaVH5bj
115,@gpgSocDev hosts elderly people around Chiawelo and surrounding areas in an active aging programme #ActiveAgeing #60PlusMatters #ElderweCare https://t.co/zITtCzSqsU
116,"Aprendiendo de #Economía y #ConsumoSilver 💶 con 
@Angelbarreranie @JuanCumbrado y Santiago González Carrero
#SilverEconomy #VidaSilver #senior #empleo #ageing #ActiveAgeing @MAPFRE_ES @Telefonica @adipertecuida @IFEMA @CEOMA_ong @RPPGroup https://t.co/0rtIOjUZv0"
117,"We invited @EldersForEarth to write a blog, read it here: 
https://t.co/9ffUbeNfPF 

#COP26 #ClimateAction #climateandageing #olderclimateacitivists #eldersforclimateaction #activeageing #healthyageing #postgradeducation #aging #ageingpopulation https://t.co/rIvj4oRLQ8"
118,EMMA's project coordinator Dr. Raija Kuisma presenting EMMA project to Chilean ambassador and consul today at the Karelia-ammattikorkeakoulu #ActiveAgeing #activeaging #healthyageing #highereducation #mastersdegree #onlinemasters https://t.co/PgPOQAqul6
119,"Beat the #winterblues

Try to include complex carbohydrates (e.g. bananas, sweet potatoes, apples and beans) in your diet as they increase your brain's production of serotonin, your body's feel good hormone. 

#Moveitorloseit #Ageing #HealthyAgeing #ActiveAgeing #SAD #nutrition https://t.co/2ZigNSyHfL"
120,What is the relationship between #healthpromotion and #activeageing? Read this #openaccess article to explore the factors that influence a positive lifestyle for an older population in Malaysia https://t.co/IavBJBvGsP https://t.co/sQP4qZkY2A
121,"'What does ""active ageing"" mean to you?' A five-country survey of academics, advocacy groups and 'expert' older people https://t.co/1xk2pSIaiv 

#activeageing #healthyageing"
