word,V1,V2,V3,V4,V5
"housework",0.00011080578158873,-0.000111169322078345,-4.08067804386414e-06,-8.37416752105534e-06,9.50892949180703e-05
"romanian",0.00132151836968374,-0.00136288762495825,-0.00062982755188658,-0.000168268065545553,0.000386735314601339
"cycle",0.0102379530500956,-0.00363677441226701,-0.00476599171648475,-0.0012698350614515,-0.00505214766834686
"expanding",0.00197561587195473,-0.00154305132947033,-0.00139155417243453,4.13765521575142e-05,-0.00114497634672216
"field",0.000707316731144559,-0.00059909589097466,-0.000474702335972909,0.000262281487353843,-3.66564327664087e-05
"grew",0.00128941519578976,-0.000162152060150799,-0.000302581285161944,0.000109454116907818,-0.000271622273334459
"hope",0.0163992117519271,0.00243756786121119,-0.00859053566301342,0.00114690108725164,-0.00183779804072198
"interest",0.0221835448716911,-0.0188226324178959,0.00166709255009746,0.00153497314234768,0.00466747233900092
"left",0.0129503376794602,-0.0116988787503293,-0.00457060992923108,0.00568370556815157,-0.00122323848818853
"loss",0.00299800629132011,-0.00479999467990704,0.000160900585278356,0.00132399247482185,0.00357328016240199
"seen",0.00697980660632834,-0.0107926349525192,-0.0098329082997614,0.00225261319967465,-0.00586851137478802
"self",0.0043890446672908,-0.0039564814313972,0.000563213894300447,0.00312485978842907,-0.00129485586295224
"spirit",0.000707316731144488,-0.000599095890974783,-0.000474702335972986,0.000262281487353885,-3.66564327664459e-05
"way",0.0342104965952274,-0.0168473712001786,-0.0162785694793272,0.0097219783336059,0.00524603185050513
"either",0.000248367986409382,-0.000388237343395053,0.000223237870920955,-0.000490720505694035,0.00104232561803217
"formal",0.0100040344404269,-0.0225217325696672,0.0141100925314877,-0.0194187741493083,0.0502723125002248
"informal",0.0058223228597985,-0.0136583774781987,0.0108977010315129,-0.0129531280303577,0.0342097007392736
"knowledge",0.00493269434104848,-0.00602564432685819,-0.00232754605535785,-0.00303133037775376,0.00789894479019107
"personal",0.0131302458154701,-0.00527849690640253,-0.0035346332903925,-0.00817247450296006,-0.00243385172126175
"professional",0.0060050500635878,0.00223662931722172,0.00123657723973906,-0.00071016271154045,0.00122589828991521
"pursuit",0.000248367986409447,-0.00038823734339509,0.000223237870921113,-0.000490720505693894,0.00104232561803227
"across",0.115648772521931,-0.202697505015634,0.026384701733877,-0.0662016662036818,0.116083799468356
"collaboratively",0.00192493521848284,-0.00388090643626919,0.00101942647336566,-0.00281636133876558,0.000441037437741091
"culture",0.00560615620748772,-0.011076906538061,0.000773596463230701,-0.00464849581472275,0.00707130850280923
"event",0.0737441860447037,-0.0710320085629638,0.021465541868477,0.0105034890480196,0.0374393855179785
"exploring",0.00285687462791424,-0.00420111518049867,0.000462480756954492,-0.00297965947332623,0.000498710268787982
"facing",0.00401038556233851,-0.00609880678642712,0.00102788684253753,-0.0069475559285753,-0.00296363518629512
"island",0.0037141236073094,-0.00690431555860582,-0.000911131518823313,-0.00289279613257965,0.00153610841138015
"strengthen",0.0106263717278232,-0.0231546068641673,0.00491093669300961,-0.00620745059530359,0.0109270391264972
"work",0.094912642168933,-0.131020888431944,0.0399816711290774,-0.177609333649118,-0.131573802772365
"building",0.00330479487181374,-0.00561434010677486,-0.00177136865658171,0.000127570567748672,0.00362033133317291
"capacity",0.00102357022933904,-0.00187242310495118,-0.000974909348780952,-0.000182470314416101,0.00128723650514225
"collaboration",0.00361043186116661,-0.00587846807027596,-0.00279132195395648,0.00083897913465097,0.0055087163058897
"community",0.0366983966447659,-0.0480490418316756,-0.0311266642484074,0.00755671837457077,-0.00244491345871526
"education",0.0277063918248135,-0.0511649664506089,-0.00067148409846427,-0.0165100071872617,0.056258282468873
"include",0.00319871811852228,-0.00406516848693312,-0.00386640986719706,0.000905747299211433,0.00068627497785939
"support",0.0782917181707891,-0.0817288419148943,-0.0478504863993408,-0.00215508727957215,0.0380263404532254
"outlined",0.00012098316904609,-0.000311534781323392,4.78372860803104e-05,2.22158767831868e-05,3.26277452075444e-05
"research",0.0195540214595809,-0.0366197577118202,0.00441550447288515,0.00202712379212316,0.00288660112203841
"ensure",0.0259989422730478,-0.0154862952624745,-0.0125560701322828,0.0148349934609345,-0.00957004308786824
"experience",0.0715422929327371,-0.105295049976979,0.213111090359064,0.151039329545163,-0.0784778501330234
"get",0.164995286903763,-0.206794636772488,-0.367110237354121,0.0407906712570675,-0.0936210117619633
"learning",0.132248344191834,-0.317971731436673,0.23269270876319,-0.240880651671756,0.543980114338467
"look",0.0218929154933027,-0.0442004610114445,0.0192823727664358,-0.000227795356112424,0.0258540702710869
"opportunity",0.0292287049096374,-0.0521904401961217,0.00159037168368691,-0.0117697793179373,0.020550967689016
"quality",0.0144012165745019,-0.0258371662167676,-0.00317608020685849,-0.00243494215307758,0.00352679666832622
"real",0.0177027667020217,-0.0266317815859485,-0.0202832069325185,0.00814356472383676,-0.00543103866626674
"region",0.00945457195841164,-0.0134709978637702,-0.0109295561895631,0.00189085665418243,0.00170139691376042
"blended",0.00134954513231996,-0.00386323703751592,0.00440288948001355,-0.00117842728887835,0.005553711487998
"development",0.0212024129653858,-0.0264589576332043,0.00920608597578462,0.0032492249506803,0.00243521327569912
"diversity",0.00413314912305396,-0.00684151769983637,0.00350857202095207,-0.000224395442296026,0.00774886128594574
"inclusion",0.0338215354035212,-0.0732987570282313,0.16143636834032,0.122957454990634,-0.06639606042159
"increase",0.0249229384260295,-0.0254144061932196,-0.00428342802037504,0.00872317695954398,-0.00157770049287825
"result",0.00179315436574004,-0.00412381067933778,0.0038377097296042,-0.00135232346072284,0.00515059820832773
"another",0.027980070705862,-0.0210772229609098,-0.00244386123527561,-0.00592346934078343,0.0152614039689981
"aware",0.00338294256280892,-0.00363498837947205,0.00141715971324893,0.00366594916825858,-0.0031493401124178
"become",0.0109125780043856,-0.00949344144851371,-0.00284158299626368,-0.00132347530515591,0.0110178510912973
"help",0.0950709520929179,-0.0402403452208468,-0.0352142249160284,0.0162580275020395,-0.0210085764967086
"lecturer",0.00192120361967731,-0.0013791779849777,-0.00108833412407311,0.000529428838899517,-0.000596460180908508
"mitigate",0.00192120361967739,-0.00137917798497764,-0.00108833412407308,0.000529428838899552,-0.000596460180908567
"morning",0.0252514545027159,-0.0044214490927718,0.0225212703509046,0.0082477713560067,-0.0172829350270828
"run",0.00466794606733462,-0.00600968877834589,-0.00489209749775464,0.00290519022049298,0.000265683942920789
"sessions",0.00269009145147595,-0.00177865613930441,-0.00108777003673757,0.000638902721671224,0.000124024581814803
"thankful",0.00192120361967739,-0.00137917798497766,-0.00108833412407303,0.00052942883889956,-0.000596460180908557
"time",0.0976709431585975,-0.0623953771997557,-0.0983764144293556,0.00784772095718271,-0.0342960227617077
"training",0.0329926506818958,-0.00208703433771877,0.0202179141400047,0.0146280867127317,-0.00966085007834669
"unconscious",0.00192120361967738,-0.00137917798497763,-0.00108833412407305,0.000529428838899545,-0.000596460180908623
"day",0.0295796555311436,-0.0299595408122109,-0.0159582497823558,-0.00313390843721195,0.0143782801247939
"improvement",0.000954766199870358,-0.00101927248900212,-0.00121066518068234,0.000663342609647357,-0.000579558447389111
"information",0.0417123261622614,-0.0186287149897825,-0.0546535492270518,0.0117643351479692,-0.0126517514255768
"today",0.082068260618612,-0.0702041711636073,-0.0399250440503656,0.051234005454087,-0.0524209413421475
"valuable",0.000954766199870352,-0.00101927248900207,-0.00121066518068232,0.000663342609647477,-0.000579558447389027
"focus",0.0153582452210599,-0.0153202868147428,0.00311559166290361,-0.00426702453868943,0.0170846323221735
"improve",0.0533826682288592,-0.0968021029830209,0.145305923458828,0.101806513227577,-0.0233681116932774
"regional",0.00901088906389875,-0.00461511756193423,0.00857728722340749,-0.00222823790795393,0.00894577100094335
"us",0.613518203299207,0.530694078889771,0.153754330531222,-0.0712992543006649,0.0389581451127155
"welcome",0.0169164899582905,-0.0152702778125227,0.00521496210250548,-0.000970098888037203,0.0143067646906434
"awareness",0.00742052980328389,-0.0066526625361097,-0.00890634611439762,-0.00247754495487581,-0.00356859131851742
"funds",0.0127508097814514,-0.0125579048913927,-0.0133147108664592,0.00118448992370559,-0.0079632169997122
"much",0.0328374990181914,-0.0262543683784784,-0.0306434942105915,0.00341624080356966,-0.0159891653691298
"november",0.0338098735362222,-0.0237136928028018,-0.0684835005172157,0.000401927255787799,-0.0375479308882006
"raising",0.00719959088606974,0.00164864587409632,-0.0013810831754928,-0.00341888582635422,-0.00362964920322178
"taking",0.0757800148375758,-0.0333822100384253,-0.113591261512838,-0.0151899926730518,-0.0813162601257867
"forward",0.0528266196619291,-0.0920062380759119,0.0661066050920019,0.0297014388172241,0.046944227401704
"looking",0.0666616979840063,-0.0370792659133587,0.0479676070679156,0.0249143407676335,0.0451514015292123
"carry",0.00144371146955187,-0.00214933842573859,-0.000294941950400696,0.000817095015399436,0.00266314818759473
"new",0.135253143163301,-0.181127069152155,0.0143996648872504,0.038967987130545,0.239226970049339
"empower",0.00668419091520548,-0.0206515901967808,0.0190311567722841,-0.0288133659499661,0.0311953407691687
"inspire",0.0114328644789671,-0.0271640860998071,0.00883228383286421,-0.028059432478502,0.0300925871084936
"inspired",0.0186574635579322,-0.0560064662505011,0.0498892193885962,-0.0652825419389457,0.110883410419489
"limerick",0.0310451294068407,-0.0784369561355419,0.0567213838737886,-0.0718650726189153,0.142796232702694
"participate",0.0162557474470669,-0.0259543268394521,0.0275790886379318,-0.0218202625230044,0.0284992613301441
"take",0.0592006836202483,-0.0478793899834618,-0.00145397533027267,-0.027314184143433,0.0241462279940127
"critical",0.00766670077315382,-0.0154400383889477,0.00816197109391275,-0.00191502025596893,-0.00297023795724474
"great",0.0583022407173385,-0.071685118768041,-0.0171876813228749,0.00729255521178808,0.00487569863905407
"news",0.0122967881882647,-0.00312871851068902,-0.0109398945582465,0.000786189185987157,0.000407714126866863
"role",0.0150854093701536,-0.0261364720386214,0.00775926741521604,-0.016112886564481,0.0255046115370197
"beautiful",0.00541266028506256,-0.00774926754118505,-0.00511830528461667,0.00166214739700962,0.00217757676033741
"catch",0.00297579131877877,-0.00423942838879078,-0.00273951048279722,0.00175081986480223,-0.000501587925852136
"exciting",0.0116078950814119,-0.0108517229540469,-0.00346083488212001,-0.00180256683243237,0.0120265216226174
"lead",0.00601150850348656,-0.00323171396186815,-0.00178623727919772,-0.000182182103967684,0.00163374323140236
"progress",0.0210563392014002,-0.00961174019680437,-0.00235979327318948,0.00111263543702524,-0.00164190282059114
"sarah",0.000924416682733324,-0.00101176415909095,-0.000115324957685325,2.35606184477318e-05,0.000306488765725105
"team",0.0619436053199408,-0.0226952683231812,0.00250592439535652,-0.0157746216810741,0.0118590032349677
"underway",0.00162480493317933,-0.00151528751647374,-0.000756928877805474,-0.000323700185822568,0.000883824340239405
"yesterday",0.00837527597771928,-0.0103643555646135,-0.00985958819473438,0.00229181899886557,-2.88666991006017e-05
"engage",0.0173698062910613,-0.029055780860676,0.0147074871670816,-0.0165921506629237,0.055032495901664
"lifelong",0.0297556128657546,-0.0774230119047006,0.0665014407995001,-0.0776209623698633,0.173231655469032
"meet",0.0092095860423935,-0.0126601651286658,-0.00190689490311286,0.00334122182137235,0.00396789618412971
"socially",5.6980857227489e-05,-0.000107703655658146,-2.06591744081102e-05,3.66174836372187e-05,4.48498078649772e-05
"conference",0.0137431993037226,-0.0178122045892872,-0.00505616398989585,-0.0123452380942517,0.0031267843851384
"important",0.0394774602777452,-0.0512349287820522,0.0307969093824011,-0.0152717858244801,0.0239852736030969
"start",0.0171978274312729,-0.00942165783952892,-0.00592726921097163,0.00686289755027284,0.00394477696954063
"best",0.0106925874689112,-0.000485873592296226,-0.00563607624399713,0.00281123177157277,-0.00231275227633624
"especially",0.00554145168452753,-0.00601950497022381,-0.00352066559119157,0.000747646903279083,0.00168882651014852
"luck",0.00606335063211593,0.0021344279423626,-0.00168503681634878,0.000174083683619814,0.00022119098859475
"collective",0.00385461718386639,-0.00778681231136507,0.0010113644230601,-0.00749235106314579,0.000495220354307968
"far",0.0149530588844817,-0.0173829577240764,-0.0231342240766065,0.0027443249787944,0.000768912688588292
"key",0.00606064379663974,-0.00558095474454078,-0.00810074484698637,0.00187484954803307,-0.000613704760956657
"trinity",0.00113075525995537,-0.00136478975134643,-0.00173607985102025,0.000629767165282938,-0.000143686282487465
"inform",0.00595198238781313,-0.00714258531849463,0.00864743014432578,0.00982192004436722,-0.00472658776443372
"long",0.0274194347280413,-0.026325506531613,-0.0450761653806153,0.00657084980320061,-0.0137661665105132
"mean",0.0103894551206266,-0.0176888702606476,0.0381756665945931,0.0430177896489332,-0.0298308890433851
"study",0.0234450944111121,-0.0293369231358031,0.00299106197439333,-0.0105665325268266,0.0258425363921139
"fantastic",0.0169768216068724,-0.0155459950094646,0.008604300584337,-0.0160869883713086,0.0267043293000307
"hear",0.0194229811573646,-0.00417281228777861,-0.00364216017228956,0.00027576670460476,0.00516954331450029
"made",0.0233424243454995,-0.00693335092568105,0.00429602709728525,0.00291658884248942,-0.00286897017693817
"excited",0.00434013464269556,-0.00349588157512718,-0.00348116011673383,-0.00443312142908218,-0.0064872550187957
"feedback",0.00341198816171469,-0.00285360343507535,-0.00572438041274345,0.00178500401596208,-0.00173277701474445
"next",0.0709700061725447,-0.0665786637987282,-0.185697008965578,0.0732881350638706,-0.0845113180619551
"session",0.00585816954799199,-0.00605738491375486,-0.00232167522848341,0.0025395998516618,0.00135255267292788
"design",0.00689953263940743,-0.0124966574502726,0.0120758168659529,0.00813294735919018,-0.000495247937379462
"successful",0.00515721161357055,-0.0100785777900374,-0.00302070795948614,-0.000188078520618772,0.00912024100937878
"advance",0.00407243196060074,-7.10913906019204e-05,-0.00249162480750718,0.000916815412168483,-0.000326605961645894
"audience",0.00421110694250851,-0.00315005858304974,-0.0028932859458199,-0.00152422477827782,-0.0017087705322219
"flexible",0.00399344754731707,-0.00430094820216109,-0.00306793157512241,-0.000689988975949764,-0.00289762587134263
"involved",0.0596750229412109,-0.0375491853930812,-0.0695669056174957,0.0111870428521932,-0.020174475286597
"nursing",0.00978569359104645,-0.0100100595012075,-0.0030669009442931,0.00386231325117719,-0.00213497713184426
"offer",0.0163793547524019,-0.0213471962851146,-0.0209422937271114,0.00342558324623742,0.00550463564015559
"school",0.0339563279647276,-0.0616087208158635,-0.0307302221917573,0.017806001351717,-0.0171156653790016
"specialist",0.00127100291767444,-0.00151223528268065,-0.00181624248211136,0.000563266513007295,-0.000231290859402056
"christian",0.00777452245975436,-0.00746971381810221,-0.00569381568690422,0.00475189076049018,-0.00527537124400646
"gateway",0.000928327512814117,-0.00133601782799991,0.000290515540571882,0.000108672209864298,0.000915226321374192
"higher",0.00526587798400463,-0.00764859780440501,-0.000295629212028798,-0.00201946450056707,0.00810742670262051
"noted",0.00188424153019571,-0.0025019798040607,-0.000496161389225278,0.00073687969358343,0.000437676622455848
"potential",0.00748682834109393,-0.0114692055283086,-0.0103049061966778,0.00409674107096405,0.000371068626941176
"serve",0.0009283275128142,-0.00133601782799993,0.000290515540571976,0.000108672209864078,0.00091522632137401
"barrier",0.000500036344523525,-0.000456267284191454,-0.000258750373821342,0.00026108590391982,0.000263410163612501
"exact",0.000500036344523611,-0.000456267284191431,-0.000258750373821351,0.000261085903919814,0.000263410163612497
"lack",0.00246704138771,-0.00267078521336855,0.000620864253821906,0.0022102688179921,-0.00126086243708884
"physical",0.00878356666844476,-0.00943965104384853,-0.00741277663740194,0.0026716032171665,-0.000296638585612553
"relevant",0.00117908242802048,-0.000685254062305741,-0.00144182893726052,0.000503851481677912,5.76766364373028e-05
"two",0.0501863632447698,-0.0137487872587142,0.00489237399524123,0.0100328335906279,0.029971547885393
"keynote",0.00334148880781026,-0.00664685037180498,0.00112011801125362,-0.00178755183041721,0.00348025254072478
"generate",0.000745338700616821,-0.00172447399449832,-0.00137002139538032,0.00122933668034173,-0.00100812145766985
"participation",0.0117093541462665,-0.0187386432170667,-0.0133767869296665,0.0021485861023785,-0.000873303915579448
"child",0.00312414529182127,-0.00436519629583455,-0.00237015425398298,0.00148266986338036,0.00277002683794996
"enjoy",0.00915535778699286,-0.0111024770141971,-0.00546513338774834,0.00428941864294549,0.00811678211076075
"joanne",0.00183101873150936,-0.002901021866237,0.000497170723564083,0.000904826802646212,0.00414744780646004
"learn",0.034958455391827,-0.0249938518212345,0.00719469208103761,0.0144242111878925,0.0263401954477257
"singing",0.00183101873150944,-0.00290102186623694,0.000497170723564179,0.000904826802646089,0.00414744780646006
"song",0.00183101873150932,-0.00290102186623701,0.00049717072356422,0.000904826802646147,0.00414744780645992
"story",0.0173882207724522,-0.0141345521732339,0.00381164118831729,0.00067854410882457,0.02313177732915
"join",0.154850802602891,0.0453455865830503,0.0344777913004444,0.019229416843721,0.0130471842998422
"journal",0.00515318626182306,0.00461338774338479,0.00176477266479982,-0.000576832102135864,0.000752446226232464
"launch",0.0145332047332771,-0.00857538063431597,-0.0144263798072199,0.00667828117623616,-0.00348278127722945
"meeting",0.0267275270648062,-0.0298657149393313,-0.00160407203000127,-0.00887534038207918,0.0169048895148198
"remember",0.00685975352516005,0.00225047523266764,-0.000718080951401912,0.000486012693981799,0.00297984311430242
"member",0.0819887236989391,0.0563137270255532,0.019087284357429,-0.00836846421041205,-0.0130908051952298
"die",0.00195288396049334,-0.00206870170281227,-0.00155629464647244,0.000715101115824632,-0.000153932302922035
"doctorate",0.000529305926914638,-0.000411320030323401,-0.000288348587382078,1.5022075776712e-05,-4.80929149110711e-05
"haul",0.000529305926914589,-0.000411320030323358,-0.000288348587381972,1.50220757766819e-05,-4.8092914911098e-05
"irene",0.000529305926914654,-0.000411320030323362,-0.000288348587381962,1.50220757767015e-05,-4.80929149110406e-05
"live",0.0205944801436471,-0.0227625334294466,-0.0269882484011055,0.0164001901384465,-0.0158637014023022
"access",0.0191421157798963,-0.0228253193255517,0.00852309368757558,0.0100793044672302,0.00295369667330116
"discuss",0.00528856208021229,-0.00803946493618026,-0.00669887235348244,0.00147427642042753,-0.00114382219221848
"equal",0.00108590267242576,-0.00245749056767841,0.000139015254944145,-0.00070631603640952,0.00139700613239915
"high",0.00199302354799085,-0.00346550258663709,-0.00125533613603808,-0.000589593107078085,0.00112073647298319
"level",0.00270813309480464,-0.0049290016362056,-0.000804583047459767,-0.000532306882139158,0.00128970246671391
"miss",0.00108590267242574,-0.00245749056767842,0.000139015254944142,-0.000706316036409498,0.00139700613239914
"range",0.0156741312338341,-0.0252284350595307,0.000399371494973203,-0.00567323314507249,0.00850161622387626
"registered",0.00108590267242568,-0.00245749056767838,0.000139015254944117,-0.000706316036409654,0.00139700613239915
"yet",0.0128835238467174,-0.0167686889401075,-0.0139949405136903,-0.00159310443565855,-0.00800555968946145
"date",0.00720910238661505,-0.00388843412755066,-0.00250708350366744,-0.00205348201434983,0.00168742197185042
"latest",0.00854867371742316,0.0015890787889307,-0.00693294069018716,0.0011069227794452,-0.000840569911624313
"ambassador",0.00463986498579882,0.00500436104180772,0.00181316384896917,-0.000855319182164016,0.000486762950217667
"know",0.125250674129849,0.0566638094138388,0.0174623028431677,-0.00761886843522599,0.00630897900006521
"love",0.0111537788974535,0.000886185359524147,-0.00385694930405058,0.000873133517046212,-0.00220284034687463
"flagship",0.00137736833583658,-0.00295106837597574,0.00231190245198369,-0.0021992232073279,0.00502512564960224
"gave",0.00990375898832561,0.00551922359787385,0.00521155999085565,-0.00363874593807257,0.0063196493444283
"insight",0.00334351160819263,-0.00655247307658653,0.00455210792496247,-0.000787632264551839,0.00585836048105649
"inspirational",0.00587980820548369,-0.0116217877494986,0.00627169466987421,-0.00808452317215896,0.0127453717566739
"lovely",0.00879720171244618,-0.0138885606390233,0.00743441832932507,0.00247033499671976,0.00781259292061779
"promote",0.0166845574246708,-0.0374967091286318,0.0232924363126912,-0.0326023324241081,0.0712317518188082
"enhance",0.000269000239644928,-0.000449624725999009,-3.25737767440145e-05,-0.000119722100348057,0.000620024174137287
"practice",0.00353313428686995,-0.00118997756748815,-0.00177881598555701,0.000206439291348703,0.000613700337200182
"undoubtedly",6.15499305360371e-05,-7.43675515220267e-05,-4.7015968750099e-05,-2.47183270975207e-05,0.000112418372927115
"wisdom",0.00121323805800338,-0.00107638314821146,-0.000200758954411952,0.000689149247596529,0.000813068577801673
"adult",0.0271533675320142,-0.0600978200058243,0.0326148377868335,-0.0201565967585377,0.068179602626623
"sector",0.0084325728708944,-0.0187916435489934,0.00768821650675532,-0.00752805056787439,0.00954011142699961
"upcoming",0.0134085411428384,-0.0214362201066135,-0.0103575102864733,0.00372137112259438,0.00618404500660983
"link",0.0178220861032194,-0.0201395441728443,-0.00664204985398116,0.00230154074600795,0.00959563523265913
"ongoing",0.000834756179485353,-0.00144609468493133,0.000379260443347769,-0.00190443009304976,-0.00132598281207636
"brief",0.0171580888377217,-0.0159686302159157,0.0337296853408493,0.0241605350296691,-0.00389813387716634
"introduction",0.0051011650894265,-0.0104423610073503,0.00133240610138782,-0.0035685027024437,0.0140914257790543
"keith",0.00452266781199198,-0.00966938236828292,0.00130382819797496,-0.00413990716697279,0.0144626353496193
"local",0.0439576225949221,-0.0476674636380513,-0.0501706655448856,0.014759264409925,0.0274514856134163
"painting",0.00452266781199193,-0.00966938236828302,0.00130382819797477,-0.00413990716697288,0.0144626353496192
"popular",0.00822390857105113,-0.013900644531565,-0.000496728138261211,-0.00542223175314147,0.0164133404253027
"providing",0.00504825289664438,-0.0105083498680703,0.000834676156651383,-0.00408984613073153,0.0145108703321894
"still",0.0775556479390024,-0.0421761670873642,-0.16019487268438,0.0522501584647957,-0.05299988649678
"watch",0.0122044675466073,-0.0218929268962917,0.0013438843679805,-0.0021818959646355,0.0227045646306029
"remain",0.0592625150373761,0.0377185848696209,-0.0220379586322105,-0.0081427548599074,0.00599806168793122
"saddle",0.00497962568885803,0.00438060609941259,0.00125749629343726,-0.000725588873659097,0.00109259882759504
"terry",0.00497962568885798,0.00438060609941257,0.0012574962934373,-0.000725588873659079,0.00109259882759502
"want",0.0686199018639302,-0.0161088512556103,-0.000234161576587192,0.00534329837893905,0.0167137828164302
"register",0.0295424864068566,-0.014920449765998,-0.0163253709695205,0.00199876818959291,-0.0118890728350751
"common",0.00111479562347354,-0.00302032144053317,0.00263668665894863,-0.00332203509043962,0.00648115013340707
"united",0.000908955577740057,-0.00268196227286372,0.00242960043326814,-0.00307899991868926,0.00605524161070133
"incredible",0.005289475617105,-0.00700923067107627,-0.000688221707753706,-0.00273541757534136,-0.000394477913416736
"value",0.00849274104321715,-0.00176629921255081,0.00299603446132186,-0.00435662662241319,0.00597692115947567
"alternative",0.00158363837748398,-0.0040094476271618,0.00279765968241011,-0.00281516427134237,0.00695974234794535
"amazing",0.00728715295238152,-0.0140228392986146,0.000203694534191252,-0.00640236781271506,0.0150593497275106
"reference",0.00158363837748448,-0.00400944762716152,0.0027976596824103,-0.00281516427134264,0.00695974234794518
"see",0.0829001101757941,-0.104188452313101,0.0165500207675194,0.00814710251876428,0.0179149683405923
"develop",0.00705015399526853,-0.0102611843151979,0.00445345422028857,-0.00732993784484394,0.0204126843071337
"passion",0.00515914872460453,-0.00749841791680317,0.00718733764645654,-0.00761628665566276,0.0189222250968042
"project",0.0106559332624498,-0.0182610512089337,0.00535072053979497,0.00251223005109202,0.0057684718918799
"given",0.00172961979348019,-0.00193961998414416,-0.000970724199816184,0.00122100840236696,-0.00122871457484485
"represent",0.00240020073974413,-0.00449767695474066,0.000825787596464652,-0.00161977789820661,0.0041686466009414
"previously",0.00291176847015329,-0.00479380775146047,-0.000256549892804335,-0.00282598005980249,0.00752331857088193
"via",0.109960363085384,-0.00760615695914461,-0.0694229354291087,-0.0149644200642525,0.00533117575708938
"vulnerable",0.0060874570818746,-0.0112192909608423,-0.00327286879870575,-0.00424530145397518,0.0100534658169611
"ranging",0.00320500584594723,-0.00574145412971218,-0.000940499356690165,0.00167811048717648,0.00632705053437653
"year",0.0466503672880802,-0.0723387428951007,-0.0342197187819928,0.0225984645679738,0.0286684852781758
"happening",0.00948129032048196,-0.00059284689172114,0.00171184155008531,-0.00427210664316248,-0.00297835865909771
"greatly",0.000789387024864454,-0.000661911458487759,-0.000531436713658977,0.000161065817329119,-0.000199722510703577
"min",0.000789387024864452,-0.00066191145848778,-0.000531436713658873,0.000161065817329155,-0.00019972251070362
"running",0.01390301452087,-0.0167634353192991,-0.00666526326646644,-0.00402392172791609,-0.00605693673929151
"able",0.0243046291376217,-0.0101651633047401,-0.0161332219878535,0.00185175719717579,-0.00639865968730072
"absolute",0.00520476510004613,-0.0097520856072764,-0.00912050308853194,-0.00164122620619936,0.00454117182286324
"achievement",0.00178074014110406,-0.00412795868727353,0.00191815339406011,-0.00308145301761765,0.00696173190863821
