,content
34,"Wonderful to have the support of @IrishDrsChoir
Special Livestream Concert from St. Patrick's College Chapel, Maynooth on Sunday 13 March. 
Tickets available: https://t.co/DRIg0q8Lt6
Find out more: https://t.co/NrOh6wvlz3
#AgeEquality https://t.co/sxQDQUdcRk"
38,"Want to support @AgeAction?

Heard of U3A? Read about it: https://t.co/DJzTllD1Uh

Now have a look at our video -  WHY we are doing this....buy a ticket for our Live-Streamed concert (also On Demand):

https://t.co/cNrnyjlRRF

https://t.co/obS8lLTBBl

#charity #choir"
45,"Check out ""A Livestream Performance of Faure's Requiem from Maynooth Chapel"" Sunday 13 March @IrishDrsChoir in aid of @AgeAction! @RCPI_news @ICGPnews @irishgerontsoc @olcs_ie https://t.co/2eNoZYIXRa @Eventbrite"
50,"@natpolicy will be talking to @morningireland shortly on #crime and the language of #vulnerability 

#AgeEquality 
#AWorldForAllAges"
52,"Terrified Brother &amp; Sister Robbed At Knifepoint. This From Today’s @VirginMediaNews 
@AgeAction https://t.co/SIjHtHGTIu"
55,83 year old Mary O’ Halloran feared she and her brother Gerry aged 79 would die as a burglar held them at knifepoint in #Cork. See @VirginMediaNews @5.30 @AgeAction
60,83 year old Mary O’ Halloran recalls the nightmare she and her brother 79 year old Gerry experienced at the hands of a knife wielding man in #Cork. See @VirginMediaNews VirginMediaNews @12.30 &amp; 5.30 @AgeAction https://t.co/jaSIVO6vWl
62,Support @AgeFriendlyIrl and the benefiting charity @AgeAction When you buy a ticket you will be supporting the fantastic work that they are doing to assist older people A mere €10 for a ticket will enable you to join @IrishDrsChoir virtual audience via Livestream March 13th 3pm https://t.co/mSCSQ56ZBJ
64,@TCDAbility @abilitycoop @tcddublin @aheadireland @leesonl @LindaDoyle @mccartpm @TCDInclusion @TCDAcadRegistry @tcdsuwelfare @GraduateTrinity @AgeAction if only there was some way of having classes adapted to those of us who are older.  Technology Nokia it is so hard to move to smart
68,"@cian_mccormack interviews with older people reaffirms what the data tells us; approx. 90,000 people aged 65+ cannot afford to put a protein-rich meal on the table every second day
https://t.co/AFIscRkSV8 
#AgeEquality
#NoMoreWrinklyHands"
71,"@PatKennyNT @AgeAction @MHealyRae Political crime is up too, its just that the gov and their lackey judiciary ain't measuring it."
72,"@PatKennyNT @AgeAction @MHealyRae Pat, there has been a spate of attachs over the years, by foreign Nationals. And we don't  no what it they committed crimes in there country. And it now time for the government look at an Australian tipe of checks: on people who arrive in our country.
Owen."
73,"@PatKennyNT @AgeAction @MHealyRae Gardai, are more interested in seating in their cars in cities spotting and finning people for holding a phone or something irrelevant, I called Galway city last weekend to complain that boy racers had a road blocked doing car spins and doughnuts, the Garda left the phone down on"
74,@PatKennyNT @AgeAction @MHealyRae He raised TWO violent thugs.
75,"@PatKennyNT @AgeAction @MHealyRae 1. The Gardai objectively don't do their best. Fake breath tests and unanswered 999 calls prove that.
2. Listening to healy rae use this story to talk himself up is disgusting. Let's not forget, his own family has violent criminals in it."
77,Gardai are becoming concerned about burglary gangs targeting vulnerable older people in isolated rural areas. We get reaction from @AgeAction @MHealyRae #patkenny https://t.co/AJBSpX5biX
78,"We will speak to @PatKennyNT today at 9am about concerns expressed by Gardai about burglaries targeting older people

#AgeEquality #CrimePrevention"
79,What makes a good life in late life? Citizenship and justice in ageing societies - special issue @hastingscenter Report - a pity the dismal Irish Citizen's Assembly on Ageing did not benefit from this wisdom @AgeAction @irishgerontsoc @EuGMSSociety  https://t.co/aa2zyAiB17
81,"Home care sector facing recruitment crisis -via @FergalBowers   https://t.co/tGdTRBGftL 
#AgeEquality
#RightsMatter"
82,@ShareandCareOrg @HomeshareIntl @7WorldHomeshar1 @ALONE_IRELAND @AgeFriendlyIrl @MaryButlerTD @AgeAction @ThirdAgeIreland @Independent_ie @joeliveline @_SmartAgeing_ @slaintecare @PeopleofHSE Amazing!! We also have a incredible 102 yr old Householder who is getting along famously with her sharer 76 years her junior!
86,"We welcome the strong reminder from @natpolicy from @AgeAction at the Joint Health Committee on Health that people who receive care must be involved in that care. HomeCare must be responsive and inclusive.
#DementiaSupports https://t.co/xlf1SP4DL1"
93,"Nat O'Connor from @AgeAction making the point that we need a reimagining of care in Ireland, to make a system which works for all involved, including those in receipt of care and all carers, both paid and unpaid."
94,"#OireachtasTV - Watch LIVE as the Joint Committee on Health meets for a Discussion on the issues relating to homecare with Representatives from @HCC_Irl @AgeAction @CareAllianceIrl #seeforyourself 
 
https://t.co/OM4LMB9ODv https://t.co/5VM5BUrdAc"
95,@AislingDSenator @SEAI_ie @Dept_ECC @apprenticesIrl @AgeAction Layering on the inequality. Astonishing really.
96,"Today Age Action will address the Joint Oireachtas Committee on Health.
Read our opening statement here https://t.co/493J3ZcFXT https://t.co/XKwEljsLEK"
98,"Significant #ClimateAction announced in the retrofitting scheme today.
Now for the #climatejustice - energy poverty strategy needed and participation of people in poorer housing stock to ensure they share in the benefit rather than carry the burden https://t.co/3vYF2rTZVg"
100,"65% of people over the age of 65 experience digital exclusion in Ireland.
Ailish is a participant in our Getting Started programme which is helping older people to be safe online.

Find out more about our work https://t.co/8H54KZXFbJ
#SID2022 
#AgeEquality
#DigitalInclusion https://t.co/5DoVC3qWFT"
101,@AgeAction @MedialitIreland @FuJoMedia @DCU_SoC Thanks for supporting #SID2022
102,Please Share! @MigrantRightsIr @icos @SIPTU @IrishRefugeeCo @flacireland @JigsawYMH @PaveePoint @immigrationIRL @LeCheileDND @Black_andirish @GormMedia @MigrantRightsIr @NascIreland @AgeAction @FingalTogether @ARNirl @EAPNIreland @itmtrav @TREOIR @sariireland @queerdiaspora @NWCI
103,"Great resources from @Webwise_Ireland 
People of all ages need to be safe online.
Check out our free guide on how to avoid false information online produced with @MedialitIreland @FuJoMedia @DCU_SoC 
https://t.co/d4kuBNZboh
#DigitalInclusion
#SID2022 https://t.co/kVTznN8vpy"
104,"Please share this information with people who are not online.
Everyone's voice matters and counts. This is an opportunity to hear all voices. People can contribute their views via post.

#SafeGuardingAdults
#AgeEquality
#RightsMatter
#DigitalInclusion https://t.co/H4MqY7bLXA"
111,"@LaurenceTheBird @Sully42547164 @AgeAction @AgeActAlliance Sickening. RIP poor lady.
God forgive those responsible for bringing our country to this."
112,@LaurenceTheBird @AgeAction @AgeActAlliance Illegal immigrant terrorising the old and frail.!!! https://t.co/Y0Es69ubiv
113,"@T_J_Chambers @AgeAction @officialgaa @irishexaminer That’s a misinterpretation of the piece. No complaints about the removal of OAP concession, not the cashless system."
120,@natpolicy talked @LMFMRADIO Michael Reade Show today on Fair and Flexible Pensions for all. Listen back at 40 mins in https://t.co/LpMN49cZZW #AgeEquality
136,"Ending compulsory retirement is critical to give many more workers choice and control about transitioning to retirement, keeping their expertise economically active longer, which in turn provides part of the economic activity (taxes) to fund the future State Pension.
#AgeEquality https://t.co/JVao8kZ3gU"
137,@AgeAction This is why we should be seeking an Ebikes for the Elderly scheme @greenparty_ie https://t.co/QkySEP8xzu
138,"Ending compulsory retirement is central to give many more workers choice and control about transitioning to retirement, keeping their expertise economically active longer, which in turn provides part of the economic activity (taxes) to fund the future State Pension.
#AgeEquality https://t.co/IBwf8TRd1i"
139,"The Oireachtas Committee on Social Protection has made thirteen recommendations that would help to ensure Ireland’s pension system is fair, flexible and secure into the future.
https://t.co/tMLht017Y4
#AgeEquality
#FairAndFlexiblePensionsForAll https://t.co/6k1VjKMVXT"
140,"Abolish Mandatory Retirement and Maintain the Pension Age At 66 - Age Action Welcomes the Recommendations of the Joint Oireachtas Committee on Social Protection, Community and Rural Development and the Islands | Age Action https://t.co/YkqgGMqKVr via @ageaction"
150,"Join our Livestream event on Sunday 13 March 2022.  We will perform the beautiful Requiem by Gabriel Faure in the stunning Maynooth Chapel, all in aid of 
@AgeAction
 #ONLINEEVENT #ChoralMusic #charity 

Watch live or On Demand afterwards:
https://t.co/cNrnyjlRRF https://t.co/agyPTGYBuu"
161,"We are up next on @JoeFinneganShow to talk about #DigitalInclusion and the cashless @officialgaa initiative
Digital first should not be digital only

#AgeEquality https://t.co/7uPGnEDjEA"
162,"If you or someone you know wants to improve digital skills our #GettingStarted programme can help.
Find out more https://t.co/bFIKyWEh7f or call 01 4756989
#DigitalInclusion
#AgeEquality https://t.co/KBL70JFkFr"
163,"Thank you to the @crimeprevention @gardainfo  for informing our volunteers about #cybercrime and online fraud #communityfraud 
If you have any concerns about #cybercrime or online fraud contact your local @crimeprevention  https://t.co/nDZQhxCyCI or @gardainfo

#DigitalInclusion https://t.co/cLe7QfpmM0"
166,"What can we do about #ageism? We need to understand it, name it and challenge it.
We also need a Commissioner for Ageing and Older Persons
#AgeEquality #AWorldForAllAges https://t.co/1esOQ0jJqG"
167,"#Ageism is one of the most pervasive prejudices across human society. Ageism stereotypes and divides people in ways which are unjust, and which lead to disadvantage and the undermining of human rights. Find out more in our position paper https://t.co/JDTvGPpGt3
#AgeEquality https://t.co/QqhYRXD6n3"
168,"'This is not just a discussion for politicians and healthcare professionals. It is for all of society because most “isms” start in childhood. Everyone will face this some day. Let this be another pandemic lesson well learned'@kathysheridanIT 
https://t.co/E4Dihalq8X 
#AgeEquality https://t.co/qG6blueHSr"
171,"Still time to apply to join our #Advocacy team as a Research Officer where you will work for equality and rights of all of us as we age.
#AWorldForAllAges
https://t.co/BWx9rXCkgw https://t.co/GPZkLVfuxk"
172,"I think it has made us all, no matter what age we are, be very mindful of what we want our experience to be when we are older @cmclarke76 spoke to @nicoleglennon_  about #Ageism and #DigitalInclusion
#AWorldForAllAges

https://t.co/Jzhp8u71J0"
177,@Age_Matters @AgeFingal @AgeAction @ronancollins7 @IE_OlderPersons @ailbhes @NorthDublinMabs @jimjglennon @IE_OlderPersons @ALONE_IRELAND @senior_line https://t.co/sf0y4psyQf
182,"New @ISS21UCC CO-AGE study, which, in collaboration with @AgeAction, will explore the potential to develop co-operatives to provide care services and support independent living and healthy ageing in the community. https://t.co/Bgs6otYsoY"
185,@LeCheileDND @Black_andirish @ROIsaysno @GormMedia @MigrantRightsIr @NascIreland @ICCLtweet @IrlagainstFash @AgeAction @FingalTogether @ARNirl @EAPNIreland @itmtrav @UpliftIRL @TREOIR @sariireland @queerdiaspora @NWCI @SligoTraveller @ENAREurope
188,Find out more about this important new study on how to support independent living at: https://t.co/FK4VeEoQyY @AgeAction @UCCCoopStudies @CUBSucc @IrishResearch https://t.co/TRSpMr4zlb
191,"@koozookit @gavreilly @ZaraKing @Mark_Coughlan @newschambers @celoscher @KingstonMills @laoneill111 @DonnellyStephen @LeoVaradkar @MichealMartinTD @AgeAction @CMOIreland They can have mine as I won't be taking anymore

https://t.co/kFGsR1Fs2Z"
196,@Age_Matters @AgeFingal @AgeAction @ronancollins7 @ALONE_IRELAND @senior_line @NorthDublinMabs @jimjglennon https://t.co/BiJ1ZmkDwt
199,"Really enjoyed my time working in @AgeAction. If you've an interest in social policy, human rights and you expect to age (and you really should) then this could be a great opportunity for you or someone you know.

#JobFairy https://t.co/3oSMsds2iy"
200,"There is an exciting opportunity to work with @AgeAction as a Research Officer. #JobFairy Deadline for applications is 5pm on Monday, 24th January 2022. https://t.co/hChwguQALV"
202,Our donors #EmpowerGenerations ...check out some of the most inspiring areas of our work https://t.co/50FmgaSTRK ...then get involved info@foundation.ie @AgeSector @ALONE_IRELAND @TheUSI @issu4u @AgeAction @PhilanthropyIE
204,@AgeAction Action? …surely needed now! https://t.co/7FJhFv2sMu
206,@Health_HIV2030 @tadhgdaly1 @NursingHomesIre @CareChampions2 @SageAdvocacy @MaryButlerTD @AgeAction @schither @SarahNiRoibin @Sineadmcgar @FergalBowers You CANNOT be denied access to your parent / grandparent................demand it
208,@Health_HIV2030 @tadhgdaly1 @NursingHomesIre @CareChampions2 @SageAdvocacy @MaryButlerTD @AgeAction @schither @SarahNiRoibin @Sineadmcgar @FergalBowers Shocking treatment of our elders again
210,@Age_Matters @ronancollins7 @AgeFingal @AgeAction @senior_line @talkolderpeople https://t.co/XogjTe8jMr
218,@Miriamcolleran2 @ElaineARoche @IrishHospice @dementiaireland @AgeAction Thanks for RT @ElaineARoche - you're a little onion! 😀
220,@Miriamcolleran2 @ElaineARoche @IrishHospice @dementiaireland @AgeAction A brilliant idea! Maybe people could Foster the animals while the patient is hospitalised?
223,"@siptuhealth @activeirl @AgeAction @whw_hr Poor Brent. (I’m not being sarcastic, trust me). It must be hard to discuss wellbeing when you’re not  fully well yourself."
233,Really terrific Older Persons projects across #Ireland get pre-Christmas boost from our donors https://t.co/235vAEZ72n @GCNmag @FriendofElderly @HawksWellSligo @AgeAction @Activelink @activeirl #CommunityFoundation
234,@_IHREC @ronancollins7 @AgeFingal @AgeAction @ALONE_IRELAND @talkolderpeople @Age_Matters https://t.co/UxNuNkQHR5
236,@SVP_Ireland @ALONE_IRELAND @irishrurallink @AgeFingal @AgeAction @FriendsElderly https://t.co/fMeCoWeUyC
248,"@roselyncarroll @IrishCycle @TFIupdates @TIITraffic @Dept_Transport @AccessForAll7 @cyclistie @PedestrianLK @AgeAction @IrishPedestrian @GreenSchoolsIre @NDAIreland @AnneRabbitte @IrishWheelchair @GalwayCycling Reduce the time waited, reduce to 3 seconds max the Amber, or use flashing Amber. 

This ridiculous Irish thing of more time on Amber than green is encouraging people to late cross on Amber. 

Other places have red/green, no Amber and it works."
256,@ThirdSectorLab @sallyld @dansutch @scvotweet @wethecatalysts @zoeamar @Marc_WalesCoop @Louisemac @kirstininnes @officialdafc @InspiringSland @AgeAction  is a lovely charity helping the over looked elderly
264,Anyone know a charity who is accepting stuff for shops ad an easy drop off place ? Doing a clear out !! @AgeAction @SVP_Ireland @NCBI
270,Worrying findings in @SageAdvocacy report: women more likely victims of crime than men + sharp increase in domestic &amp; financial abuse during #Covid  #AgeingEqual #16DaysofActivism @AgeAction @Womens_Aid https://t.co/vF8G8ZuKth
274,"Two 99s. 
This From Today’s @VirginMediaNews 
@MichealMartinTD 
@AgeAction 
@AgeFriendlyIrl 
@ALONE_IRELAND https://t.co/2Xromhu1uw"
276,"Happy birthday to twins Joan &amp; Kay all of 99 today. 
See @VirginMediaNews @5.30 
@AgeAction https://t.co/oDUbzhKGu6"
279,"Yes! We need to see more older women everywhere.
#AgeingEqual #OlderWomenRock @NWCI @AgeAction @NCCWN https://t.co/ZdlT555CM3"
280,@DubCityCouncil @housingdcc @housing_in @RespondHousing @DubRentWatch @dccprivaterent @TCDAccomm @TheUSI @buysocialie @socentie @Rethink_Ireland @AgeFriendlyIrl @Aldi_Ireland @rteliveline @SielBleuIreland @Jacinta43592182 @DeirdreMortell @roinnslainte @DeptHousingIRL @AgeAction
284,Looking for a more meaningful Secret Santa gift? Why not donate on behalf of a loved one – you’ll be sending a gift with real impact to them and to an older person in Ireland! https://t.co/8ZwCk8mlnb https://t.co/X4FJ0w8uXj
287,@AdvocacyIreland @CarersIreland @CareAllianceIrl @AgeFriendlyIrl @Age_Opp @AgeAction @ALONE_IRELAND Appreciate RT🙏
289,@frpaddybyrne 1890 &amp; 1850 numbers are being switched off on in January. I believe @bodywhys are now using 01-2107906 &amp; @AgeAction 01 4756989.
293,https://t.co/GJnERWt5OS
294,https://t.co/oKqhnapd8B
295,"#Ageism affects people of all ages

Want to learn more about ageism and age equality?

Read https://t.co/t4Rw4JTEEj

#AgeEquality
#AWorldForAllAges https://t.co/npOCoZ83fl"
297,@ah_shur_look_it @Ciaraioch @AgeAction @bealtaine No because you said you wouldnt check out the IHREC website to learn about ageism as a human rights issue. You know nothing about me and my work but felt fine about calling me out.
298,@ah_shur_look_it @Ciaraioch @AgeAction @bealtaine Well if you’ve no interest in human rights and equality then I can do no more. You’ve no interest in understanding the issue just dissing me because I advocate for them.
299,@ah_shur_look_it @Ciaraioch @AgeAction @bealtaine I did answer your question I explained that she stereotyped on the basis of age that is ageism. If you think it’s funny that’s your prerogative as I said if you can’t see the ageism I can’t make you. Maybe a visit to https://t.co/L8D42gZsfH might enlighten you.
302,"@ah_shur_look_it @Ciaraioch @AgeAction @bealtaine She stereotyped women over 60 totally on the basis of age for a cheap laugh that's classic ageism
Ageism is a very serious issue &amp; making these kind of jokes acceptable is a big part of the problem I am not reaching scientific research shows how damaging it is &amp; a need for change"
303,"@ah_shur_look_it @Ciaraioch @AgeAction @bealtaine Have a read of this article to see how negative stereotyping impacts on health, mortality and healthcare - ageist jokes are not harmless https://t.co/kX3Vm9qNhS"
304,"@ah_shur_look_it @Ciaraioch @AgeAction @bealtaine As I said please educate yourself about the impact of ageism - Do you think the 'othering' of people of colour or of 'LGBTI"" people is acceptable - then why is it acceptable to you to 'other' people on the basis of age - Stereotyping leads to prejudice &amp; discrimination"
306,"Up for washing rest of glasses, updating my lappy, booze n food shopping,  recycling my last of the empties and finally relaxing time with folks 
75.77km out of 65km completed 
#ageaction  #big65  #novemberchallenge https://t.co/g2jVl9FkzD"
313,"@PPI_Ignite_UCC @CarersIreland @ISS21UCC @carolkelleher3 @ihartigan Delighted to be part of this event. Hoping some of our member orgs can make it @AgeAction
@abilitywest
@ABIIreland
@Aspire_Ireland_
@ArtaneCoolockRC
@Arthritisie
@alzheimersocirl
@BallyfermotStar
@baile_mhuire
@barnardos @bodywhys
@CareBright1
@childreninhosp
@IrelandCheshire"
316,"@ccferrie @MartinaCallanan @FHmediastuff @ShivajiShivaLaw @VoicesCassandra @IBIKEDublin We still haven't got a loan of an @AgeAction bicycle and brought it down and brought Dervla for a ride around Lismore, though"
317,"Up for washing my plastic cups and visiting my sis 
62.64km out of 65km completed 
#ageaction  #big65  #novemberchallenge https://t.co/aO7EKE2Sd4"
318,"For to see my hot Romanian boyfriend mmmmm, then #FilmFriday with #dune topless scene with Timothee mmmm oh baby and finally the hot gay kiss in #Eternals mmmmm yeah.  
59km out of 65km completed
#ageaction  #big65  #novemberchallenge https://t.co/8l8UFRqW3t"
319,Our thanks to @nearfm for covering our launch.  @Age_Matters @AgeAction @ALONE_IRELAND @FriendsElderly @CLMirl @flacireland @jimjglennon @spiritradioire @TASCblog @davidhall75 @IE_OlderPersons @_IHREC @citizensinfo @NS_Partnership @theILDN @ronancollins7 https://t.co/22RDokvSjp
321,"Up for meeting my aunt(nun), then onto my booze n food shopping, finally washing of my plastic cups 
42.9km out of 65km completed 
#ageaction  #big65  #novemberchallenge https://t.co/3gk6K5uAan"
322,"Up for continuing to wash my plastic cups, putting rubbish out and eventually paying a visit 2 my sis 
25.52km out of 65km completed 
#ageaction  #big65  #novemberchallenge https://t.co/HY5fTnyGgO"
324,"Today we are participating in @UNECE seminar on Ageing in the Digital Era

We believe that #DigitalFirst should not mean #DigitalOnly

Read our policy brief here https://t.co/Xryn9eQxR6

#AgeEquality
#DigitalInclusion https://t.co/6I05Rkyh3Y"
327,"We would like to hear from voluntary community services about their role recognising #malnutrition
@AgeFriendlyIrl @FriendofElderly @ALONE_IRELAND @AgeAction @activeirl Please RT https://t.co/JJOtOQiiTQ"
330,@agefriendlydcu @housingdcc @roinnslainte @Safeguarding_ie @slaintecare @AgeFriendlyIrl @DeptHousingIRL @socentie @AgeAction @ALONE_IRELAND Thank you very much! Looking forward to popping in to you in the New Year 🤞
331,@ShareandCareOrg @housingdcc @roinnslainte @Safeguarding_ie @slaintecare @AgeFriendlyIrl @DeptHousingIRL @agefriendlydcu @socentie @AgeAction @ALONE_IRELAND Thank you @ShareandCareOrg  Looking forward to hopefully seeing you in Dublin in 2023 🤞 #7WHCIRL
335,"Dance like nobody is watching...

Prof. @RoseAnnKenny1 on the many benefits of #dancing on brain health! @tilda_tcd 

@MaryButlerTD @safeguardingire @AgeAction @activeirl @ALONE_IRELAND @OlderPersonsSV1 https://t.co/zPx8EU0cnh"
336,"Can't say we are surprised! The link btw #Creativity and brain health explained by Prof. Kenny @TCDGerontology @irishgerontsoc @tilda_tcd 'Creative Activity in the Ageing Population' webinar. 

@MaryButlerTD @safeguardingire @AgeAction @activeirl @ALONE_IRELAND @OlderPersonsSV1 https://t.co/RrR9pfe5Xj"
337,Not good enough that many of these care centres remain closed @AgeSector @AgeAction  https://t.co/VHZ3TSGpWS via @SouthernStarIRL
341,"Pls share; @AgeAction @FriendofElderly @DublinInquirer @paddycosgrave @rwang0 Harry, we used to communicate via tweet; now his son is on Twitter. Never lose hope if u get sick, debilitated or even old, virtual community is there for u. U don't have to compete @PhelanVicky Peace f"
342,"On #safeguardingday21 find out more about Financial Abuse - what it is and what you can do about it.

https://t.co/CTB9kCgTCS"
344,"Safeguarding is – Upholding Our Rights

Safeguarding is – Respect for my Rights

Safeguarding is – Everybody Preventing Adult Abuse

Safeguarding is – Services and People Together

https://t.co/890cdnFIzp
#safeguardingday21"
346,"On #safeguardingday21 find out what adult abuse means and what you can do about it.
Safeguarding is – Everybody Preventing Adult Abuse

Safeguarding is – Services and People Together
https://t.co/CqTPs7j5eE
#AgeEquality"
350,"Today is #safeguardingday21 
What is Adult Safeguarding?
Safeguarding is – Upholding Our Rights

Safeguarding is – Respect for my Rights

Find out more https://t.co/8nS8OOWguu
#AgeEquality"
353,"Up for recycling my babes, then the washing my plastic cups for the weekend and then to my folks which then afterwards see a match haven't seen in weeks. 
22.12km out of 65km completed 
#ageaction  #big65  #novemberchallenge https://t.co/Tb5Nw3mLzb"
354,"Up 4 housework and #Eternals with my Cineworld group and #NoTimeToDie for my favourite hot Romanian actor:  Flor Munteanu mmmmmm 
#ageaction  #big65  #novemberchallenge https://t.co/9RIKUhTQck"
356,"Thanks for taking up the BIG 65Km Challenge for Age Action this November @JohnVOConnor.  You’re support in raising funds and awareness for our work is very much appreciated! 
https://t.co/POk4W5cEOc
#AgeEquality https://t.co/2kk7eqXVtk"
358,"What does this mean for the #StatePension ?
We've long argued for a #CostofAgeing study to be commissioned to inform #policies

https://t.co/Y8gV3eGZ7T 

#AgeEquality"
361,"As a member of the Coalition Against Hate Crime we support #InternationalDayForTolerance 
#AgeEquality https://t.co/Bu7UwAkjsH"
364,"Terry Prone: Some of us want to be like Clint and remain in the saddle after 65 https://t.co/Wp5rueGzrL 
#AgeEquality"
372,"Hi all, I am fundraising for @ageaction by running a min of 65k in November, any help greatly appreciated..fundraising link below... #ageaction #fundraising #running
https://t.co/2qlJv5NZIu"
373,@cormacleane Did you try the dedicated line for people over the age of 65 - 1800 207 232 Mon - Fri  9am - 4pm (except bank holidays)
375,"New @hpscireland guidelines on visiting nursing homes. They state that residents have 'a right to maintain meaningful relationships with people who are important to them"".
Nursing Homes must adhere to the guidelines and be accountable
https://t.co/KKjDlruvwB
#RightsMatter"
376,"Dr. Siobhan O'Sullivan of @UCC is about to present at @IntFedAgeing 'Rights Matter' Conference on our #ageinginplace research project that is informed by the lived experience of older people 
#AgeFriendly
#AgeEquality"
380,@ColmDonoghue @neasabh @TribesOnBikes @GalwayCycling @GalwayCityCo @GalwayGaillimh @cllrmaryhoade @struggleiswheel @age_cycling @AgeAction @GCCNInfo @bigotaxisgalway @GalwayNPC @mayorofgalway @BlackrockSwim 😉 https://t.co/ReBqEO2aas
382,"@neasabh @ColmDonoghue @TribesOnBikes @GalwayCycling @GalwayCityCo @GalwayGaillimh @cllrmaryhoade @struggleiswheel @age_cycling @AgeAction @GCCNInfo @bigotaxisgalway @GalwayNPC @mayorofgalway @BlackrockSwim Our favourite bike lights are blue and white flashers, cars always slow down!!! 👮‍♀️ 😉"
386,"@GalwayCycling @GalwayCityCo @GalwayGaillimh @cllrmaryhoade @AccessForAll7 @struggleiswheel @age_cycling @AgeAction @GCCNInfo @bigotaxisgalway @GalwayNPC @mayorofgalway @BlackrockSwim The system that currently exists. I can't imagine anything more dangerous than the current system, when so many of us never cycle to Salthill alone 😞"
387,"@GalwayCycling @GalwayCityCo @GalwayGaillimh @cllrmaryhoade @AccessForAll7 @struggleiswheel @age_cycling @AgeAction @GCCNInfo @bigotaxisgalway @GalwayNPC @mayorofgalway @BlackrockSwim The ""no cycling"" signs are a bit subdued. Maybe it should be painted on the path in massive letters every couple of metres just to make it extra clear? It's not like being squeezed between speeding and parked cars on the road isn't an attractive option."
388,@AccessForAll7 @GalwayCycling @GalwayCityCo @GalwayGaillimh @cllrmaryhoade @struggleiswheel @age_cycling @AgeAction @GCCNInfo @bigotaxisgalway @GalwayNPC @mayorofgalway @BlackrockSwim @GalwayCoCo You have said it. Accessibility first. It benefits everyone. A bit of thought would make this such an asset for all.
389,"@GalwayCycling @GalwayCityCo @GalwayGaillimh @cllrmaryhoade @AccessForAll7 @struggleiswheel @age_cycling @AgeAction @GCCNInfo @bigotaxisgalway @GalwayNPC @mayorofgalway @BlackrockSwim The worst? Probably the current state of affairs which is dangerous and awful. The best? Just switch the parking to the other side of the road, ensuring accessibility and increased disabled parking, provide for the two(?) pinch points and provide some protection. Simples. ❤️"
394,@GalwayCycling @GalwayCityCo @GalwayGaillimh @cllrmaryhoade @AccessForAll7 @struggleiswheel @age_cycling @AgeAction @GCCNInfo @bigotaxisgalway @GalwayNPC @mayorofgalway @BlackrockSwim The worst one would be a half baked idea with an unnecessary one way because that would enrage local residents and mock the efforts of local campaigners.
